month,sensor_id,avg_hourly_counts,sensor_description,latitude,longitude,location,rank
June,32,863.075462962963,City Square,-37.81573742,144.96685718,"(-37.81573742, 144.96685718)",14
June,28,778.3207722007722,The Arts Centre,-37.82129924,144.96879309,"(-37.82129924, 144.96879309)",15
June,13,742.5140625,Flagstaff Station,-37.81239679,144.95652653,"(-37.81239679, 144.95652653)",16
June,47,696.6855870895938,Melbourne Central-Elizabeth St (East),-37.81160331,144.96220077,"(-37.81160331, 144.96220077)",17
June,16,685.7754761904762,Australia on Collins,-37.81573422,144.96521044,"(-37.81573422, 144.96521044)",18
June,15,660.2349244712991,State Library,-37.81064378,144.96447132,"(-37.81064378, 144.96447132)",19
June,45,555.5461880912632,Little Collins St-Swanston St (East),-37.81414074,144.9660938,"(-37.81414074, 144.9660938)",20
June,66,543.399071925754,State Library - New,-37.81057845,144.96444294,"(-37.81057845, 144.96444294)",21
June,53,532.6508798609602,Collins Street (North),-37.8156419,144.965499,"(-37.8156419, 144.965499)",22
June,55,525.7670850767086,Elizabeth St-La Trobe St (East),-37.80988941,144.96134331,"(-37.80988941, 144.96134331)",23
June,25,515.6282686720219,Melbourne Convention Exhibition Centre,-37.82401776,144.95604426,"(-37.82401776, 144.95604426)",24
June,21,513.8525437864887,Bourke St-Russell St (West),-37.81244703,144.96778757,"(-37.81244703, 144.96778757)",25
June,26,472.73899613899613,QV Market-Elizabeth St (West),-37.80869542,144.96049404,"(-37.80869542, 144.96049404)",26
June,19,466.9371473354232,Chinatown-Swanston St (North),-37.81237202,144.96550671,"(-37.81237202, 144.96550671)",27
June,79,449.19166666666666,Flinders St (South),-37.81794046,144.96616678,"(-37.81794046, 144.96616678)",28
June,9,449.15801488833745,Southern Cross Station,-37.81982992,144.95102556,"(-37.81982992, 144.95102556)",29
June,58,421.67258176757133,Bourke St - Spencer St (North),-37.81686074,144.95358075,"(-37.81686074, 144.95358075)",30
June,30,415.83336113427856,Lonsdale St (South),-37.81121849,144.96656807,"(-37.81121849, 144.96656807)",31
June,17,392.49528535980147,Collins Place (South),-37.81362542,144.97323592,"(-37.81362542, 144.97323592)",32
June,57,355.0574112734864,Bourke St Bridge,-37.8176735,144.95025595,"(-37.8176735, 144.95025595)",33
June,14,348.6023161551824,Sandridge Bridge,-37.82011242,144.96291898,"(-37.82011242, 144.96291898)",34
June,18,305.58770710849814,Collins Place (North),-37.81344861,144.97305354,"(-37.81344861, 144.97305354)",35
June,20,304.1382239382239,Chinatown-Lt Bourke St (South),-37.81172913,144.9682466,"(-37.81172913, 144.9682466)",36
June,23,273.812972972973,Spencer St-Collins St (South),-37.81909256,144.95452749,"(-37.81909256, 144.95452749)",37
June,52,265.9098816979819,Elizabeth St-Lonsdale St (South),-37.81252157,144.9619401,"(-37.81252157, 144.9619401)",38
June,67,251.54146341463414,Flinders Ln -Degraves St (South),-37.81688755,144.9656257,"(-37.81688755, 144.9656257)",39
June,7,251.52672403345048,Birrarung Marr,-37.81862929,144.97169395,"(-37.81862929, 144.97169395)",40
June,63,250.10394431554525,231 Bourke St,-37.81333081,144.96675572,"(-37.81333081, 144.96675572)",41
June,29,247.2137033552838,St Kilda Rd-Alexandra Gardens,-37.81965808,144.96863453,"(-37.81965808, 144.96863453)",42
June,36,230.5570021111893,Queen St (West),-37.81652527,144.96121063,"(-37.81652527, 144.96121063)",43
June,40,226.46900018618507,Lonsdale St-Spring St (West),-37.80999341,144.97227588,"(-37.80999341, 144.97227588)",44
June,72,222.71269177126916,Flinders St- ACMI,-37.81726337,144.96872809,"(-37.81726337, 144.96872809)",45
June,31,213.92555984555983,Lygon St (West),-37.8016968,144.96658911,"(-37.8016968, 144.96658911)",46
June,56,204.62734864300626,Lonsdale St - Elizabeth St (North),-37.81234775,144.96153311,"(-37.81234775, 144.96153311)",47
June,50,199.52198107957707,Faraday St-Lygon St (West),-37.79808191,144.96721014,"(-37.79808191, 144.96721014)",48
June,48,194.1093489148581,QVM-Queen St (East),-37.80631581,144.95866698,"(-37.80631581, 144.95866698)",49
June,65,180.7661252900232,Swanston St - City Square,-37.81569416,144.96680641,"(-37.81569416, 144.96680641)",50
June,39,175.83831065559286,Alfred Place,-37.81379749,144.96995745,"(-37.81379749, 144.96995745)",51
June,61,175.83194057567317,RMIT Building 14,-37.80767455,144.96309115,"(-37.80767455, 144.96309115)",52
June,59,169.12349610757255,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)",53
June,12,162.96724565756824,New Quay,-37.81457987,144.94292398,"(-37.81457987, 144.94292398)",54
June,10,155.6960794044665,Victoria Point,-37.81876473,144.94710545,"(-37.81876473, 144.94710545)",55
June,33,151.89976851851853,Flinders St-Spring St (West),-37.81483252,144.97454056,"(-37.81483252, 144.97454056)",56
June,49,150.60322760155816,QVM-Therry St (South),-37.80730067,144.95956055,"(-37.80730067, 144.95956055)",57
June,70,140.78536585365853,Errol Street (East),-37.80456984,144.94946229,"(-37.80456984, 144.94946229)",58
June,42,137.63891951488424,Grattan St-Swanston St (West),-37.80008565,144.96386412,"(-37.80008565, 144.96386412)",59
June,8,137.51791563275435,Webb Bridge,-37.82293543,144.94717511,"(-37.82293543, 144.94717511)",60
June,37,127.8729800173762,Lygon St (East),-37.80310271,144.96671452,"(-37.80310271, 144.96671452)",61
June,68,123.48710801393729,Flinders Ln -Degraves St (North),-37.81684789,144.96559789,"(-37.81684789, 144.96559789)",62
June,77,122.46898954703833,Harbour Esplanade (West) - Pedestrian path,-37.81441438,144.94433026,"(-37.81441438, 144.94433026)",63
June,43,118.36027111574556,Monash Rd-Swanston St (West),-37.79844525,144.96411782,"(-37.79844525, 144.96411782)",64
June,27,112.48953579858379,QV Market-Peel St,-37.80606888,144.95644693,"(-37.80606888, 144.95644693)",65
June,34,108.11168784678719,Flinders St-Spark La,-37.81537985,144.9741505,"(-37.81537985, 144.9741505)",66
June,62,97.79907192575406,La Trobe St (North),-37.80996494,144.96216521,"(-37.80996494, 144.96216521)",67
June,51,97.50584307178632,QVM-Franklin St (North),-37.80841814,144.95906317,"(-37.80841814, 144.95906317)",68
June,69,90.52822299651568,Flinders Ln -Degraves St (Crossing),-37.81687225,144.96559145,"(-37.81687225, 144.96559145)",69
June,64,79.14261838440112,Royal Pde - Grattan St,-37.79949544,144.95792282,"(-37.79949544, 144.95792282)",70
June,85,74.90138888888889,Macaulay Rd (North),-37.79432414,144.92973379,"(-37.79432414, 144.92973379)",71
June,11,71.07007444168734,Waterfront City,-37.81564989,144.93970695,"(-37.81564989, 144.93970695)",72
June,54,67.10229645093946,Lincoln-Swanston (West),-37.804024,144.963084,"(-37.804024, 144.963084)",73
June,44,64.55161626694473,Tin Alley-Swanston St (West),-37.79690473,144.96440378,"(-37.79690473, 144.96440378)",74
June,46,60.95443856554968,Pelham St (South),-37.80240719,144.96156731,"(-37.80240719, 144.96156731)",75
June,86,56.06527777777778,Queensberry St - Errol St (South),-37.80309992,144.94908064,"(-37.80309992, 144.94908064)",76
June,76,53.17979094076655,Macaulay Rd- Bellair St,-37.79453802,144.93036194,"(-37.79453802, 144.93036194)",77
June,75,36.944250871080136,Spring St- Flinders st (West),-37.81515275,144.97467661,"(-37.81515275, 144.97467661)",78
June,78,31.069686411149824,Harbour Esplanade (West) - Bike Path,-37.81471642,144.9446508,"(-37.81471642, 144.9446508)",79
June,71,30.737979094076653,Westwood Place,-37.81235775,144.97136962,"(-37.81235775, 144.97136962)",80
March,38,2632.899865591398,Flinders St-Swanston St (West),-37.81723437,144.96715033,"(-37.81723437, 144.96715033)",1
March,35,1594.2169354838709,Southbank,-37.82017828,144.96508877,"(-37.82017828, 144.96508877)",2
March,41,1457.5117607526881,Flinders La-Swanston St (West),-37.81668633,144.96689733,"(-37.81668633, 144.96689733)",3
March,22,1452.924539170507,Flinders St-Elizabeth St (East),-37.81786445,144.96506823,"(-37.81786445, 144.96506823)",4
March,4,1417.479726702509,Town Hall (West),-37.81487988,144.9660878,"(-37.81487988, 144.9660878)",5
March,3,1238.1314345991561,Melbourne Central,-37.81101523,144.96429485,"(-37.81101523, 144.96429485)",6
March,6,1180.6369933829612,Flinders Street Station Underpass,-37.81911704,144.96558256,"(-37.81911704, 144.96558256)",7
March,32,1172.6370967741937,City Square,-37.81573742,144.96685718,"(-37.81573742, 144.96685718)",8
March,5,1137.4486145574856,Princes Bridge,-37.81874249,144.96787656,"(-37.81874249, 144.96787656)",9
March,1,1080.1774193548388,Bourke Street Mall (North),-37.8134944,144.96515324,"(-37.8134944, 144.96515324)",10
March,24,1067.6971326164874,Spencer St-Collins St (North),-37.81887962,144.95449198,"(-37.81887962, 144.95449198)",11
March,2,932.3393300248139,Bourke Street Mall (South),-37.81380667,144.96516719,"(-37.81380667, 144.96516719)",12
March,28,906.3301526717557,The Arts Centre,-37.82129924,144.96879309,"(-37.82129924, 144.96879309)",13
March,15,903.611620795107,State Library,-37.81064378,144.96447132,"(-37.81064378, 144.96447132)",14
March,84,888.6895161290323,Elizabeth St - Flinders St (East) - New footpath,-37.81798049,144.96503383,"(-37.81798049, 144.96503383)",15
March,13,798.1708669354839,Flagstaff Station,-37.81239679,144.95652653,"(-37.81239679, 144.95652653)",16
March,47,785.6322580645161,Melbourne Central-Elizabeth St (East),-37.81160331,144.96220077,"(-37.81160331, 144.96220077)",17
March,66,735.6653005464481,State Library - New,-37.81057845,144.96444294,"(-37.81057845, 144.96444294)",18
March,16,729.4540322580646,Australia on Collins,-37.81573422,144.96521044,"(-37.81573422, 144.96521044)",19
March,55,673.6048387096774,Elizabeth St-La Trobe St (East),-37.80988941,144.96134331,"(-37.80988941, 144.96134331)",20
March,45,644.390350877193,Little Collins St-Swanston St (East),-37.81414074,144.9660938,"(-37.81414074, 144.9660938)",21
March,53,587.4218509984639,Collins Street (North),-37.8156419,144.965499,"(-37.8156419, 144.965499)",22
March,25,575.7847968936678,Melbourne Convention Exhibition Centre,-37.82401776,144.95604426,"(-37.82401776, 144.95604426)",23
March,29,572.8512116067294,St Kilda Rd-Alexandra Gardens,-37.81965808,144.96863453,"(-37.81965808, 144.96863453)",24
March,57,566.7238700564972,Bourke St Bridge,-37.8176735,144.95025595,"(-37.8176735, 144.95025595)",25
March,79,551.2933333333333,Flinders St (South),-37.81794046,144.96616678,"(-37.81794046, 144.96616678)",26
March,21,550.2710573476703,Bourke St-Russell St (West),-37.81244703,144.96778757,"(-37.81244703, 144.96778757)",27
March,58,544.5305779569892,Bourke St - Spencer St (North),-37.81686074,144.95358075,"(-37.81686074, 144.95358075)",28
March,26,521.2287933094385,QV Market-Elizabeth St (West),-37.80869542,144.96049404,"(-37.80869542, 144.96049404)",29
March,19,516.726919629519,Chinatown-Swanston St (North),-37.81237202,144.96550671,"(-37.81237202, 144.96550671)",30
March,7,502.5584677419355,Birrarung Marr,-37.81862929,144.97169395,"(-37.81862929, 144.97169395)",31
March,59,489.4895833333333,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)",32
March,9,487.2887578860275,Southern Cross Station,-37.81982992,144.95102556,"(-37.81982992, 144.95102556)",33
March,30,456.3257850241546,Lonsdale St (South),-37.81121849,144.96656807,"(-37.81121849, 144.96656807)",34
March,17,433.6586702512667,Collins Place (South),-37.81362542,144.97323592,"(-37.81362542, 144.97323592)",35
March,14,372.77069782824384,Sandridge Bridge,-37.82011242,144.96291898,"(-37.82011242, 144.96291898)",36
March,61,350.1703150026695,RMIT Building 14,-37.80767455,144.96309115,"(-37.80767455, 144.96309115)",37
March,63,349.0923913043478,231 Bourke St,-37.81333081,144.96675572,"(-37.81333081, 144.96675572)",38
March,65,339.51183127572017,Swanston St - City Square,-37.81569416,144.96680641,"(-37.81569416, 144.96680641)",39
March,67,321.97110215053766,Flinders Ln -Degraves St (South),-37.81688755,144.9656257,"(-37.81688755, 144.9656257)",40
March,18,321.6715176715177,Collins Place (North),-37.81344861,144.97305354,"(-37.81344861, 144.97305354)",41
March,52,320.23521505376345,Elizabeth St-Lonsdale St (South),-37.81252157,144.9619401,"(-37.81252157, 144.9619401)",42
March,20,312.025873655914,Chinatown-Lt Bourke St (South),-37.81172913,144.9682466,"(-37.81172913, 144.9682466)",43
March,42,311.60069177555727,Grattan St-Swanston St (West),-37.80008565,144.96386412,"(-37.80008565, 144.96386412)",44
March,23,305.545524691358,Spencer St-Collins St (South),-37.81909256,144.95452749,"(-37.81909256, 144.95452749)",45
March,72,284.9751344086022,Flinders St- ACMI,-37.81726337,144.96872809,"(-37.81726337, 144.96872809)",46
March,43,268.8567901234568,Monash Rd-Swanston St (West),-37.79844525,144.96411782,"(-37.79844525, 144.96411782)",47
March,31,267.5395070948469,Lygon St (West),-37.8016968,144.96658911,"(-37.8016968, 144.96658911)",48
March,36,263.07327731092437,Queen St (West),-37.81652527,144.96121063,"(-37.81652527, 144.96121063)",49
March,40,252.6686827956989,Lonsdale St-Spring St (West),-37.80999341,144.97227588,"(-37.80999341, 144.97227588)",50
March,56,247.4331317204301,Lonsdale St - Elizabeth St (North),-37.81234775,144.96153311,"(-37.81234775, 144.96153311)",51
March,50,232.9967741935484,Faraday St-Lygon St (West),-37.79808191,144.96721014,"(-37.79808191, 144.96721014)",52
March,12,220.01479565442318,New Quay,-37.81457987,144.94292398,"(-37.81457987, 144.94292398)",53
March,48,210.58219178082192,QVM-Queen St (East),-37.80631581,144.95866698,"(-37.80631581, 144.95866698)",54
March,39,193.06361494446315,Alfred Place,-37.81379749,144.96995745,"(-37.81379749, 144.96995745)",55
March,64,176.4994499449945,Royal Pde - Grattan St,-37.79949544,144.95792282,"(-37.79949544, 144.95792282)",56
March,77,165.08333333333334,Harbour Esplanade (West) - Pedestrian path,-37.81441438,144.94433026,"(-37.81441438, 144.94433026)",57
March,68,163.7715053763441,Flinders Ln -Degraves St (North),-37.81684789,144.96559789,"(-37.81684789, 144.96559789)",58
March,33,163.6254378873619,Flinders St-Spring St (West),-37.81483252,144.97454056,"(-37.81483252, 144.97454056)",59
March,70,158.9811827956989,Errol Street (East),-37.80456984,144.94946229,"(-37.80456984, 144.94946229)",60
March,8,156.78177833437695,Webb Bridge,-37.82293543,144.94717511,"(-37.82293543, 144.94717511)",61
March,10,154.655370177268,Victoria Point,-37.81876473,144.94710545,"(-37.81876473, 144.94710545)",62
March,37,153.57106382978722,Lygon St (East),-37.80310271,144.96671452,"(-37.80310271, 144.96671452)",63
March,49,145.0994623655914,QVM-Therry St (South),-37.80730067,144.95956055,"(-37.80730067, 144.95956055)",64
March,54,141.98655913978496,Lincoln-Swanston (West),-37.804024,144.963084,"(-37.804024, 144.963084)",65
March,34,131.96922485093287,Flinders St-Spark La,-37.81537985,144.9741505,"(-37.81537985, 144.9741505)",66
March,27,124.77670657751516,QV Market-Peel St,-37.80606888,144.95644693,"(-37.80606888, 144.95644693)",67
March,69,123.67943548387096,Flinders Ln -Degraves St (Crossing),-37.81687225,144.96559145,"(-37.81687225, 144.96559145)",68
March,51,123.12069892473119,QVM-Franklin St (North),-37.80841814,144.95906317,"(-37.80841814, 144.95906317)",69
March,62,121.3225806451613,La Trobe St (North),-37.80996494,144.96216521,"(-37.80996494, 144.96216521)",70
March,11,106.57463729177861,Waterfront City,-37.81564989,144.93970695,"(-37.81564989, 144.93970695)",71
March,44,106.32337637309693,Tin Alley-Swanston St (West),-37.79690473,144.96440378,"(-37.79690473, 144.96440378)",72
March,46,92.74193548387096,Pelham St (South),-37.80240719,144.96156731,"(-37.80240719, 144.96156731)",73
March,85,83.19354838709677,Macaulay Rd (North),-37.79432414,144.92973379,"(-37.79432414, 144.92973379)",74
March,76,61.00268817204301,Macaulay Rd- Bellair St,-37.79453802,144.93036194,"(-37.79453802, 144.93036194)",75
March,78,57.799731182795696,Harbour Esplanade (West) - Bike Path,-37.81471642,144.9446508,"(-37.81471642, 144.9446508)",76
March,86,55.391666666666666,Queensberry St - Errol St (South),-37.80309992,144.94908064,"(-37.80309992, 144.94908064)",77
March,75,47.81922043010753,Spring St- Flinders st (West),-37.81515275,144.97467661,"(-37.81515275, 144.97467661)",78
March,71,29.813172043010752,Westwood Place,-37.81235775,144.97136962,"(-37.81235775, 144.97136962)",79
May,38,2356.2318548387098,Flinders St-Swanston St (West),-37.81723437,144.96715033,"(-37.81723437, 144.96715033)",1
May,60,1621.0092592592594,Flinders La - Swanston St (West) Temporary,-37.81668188,144.9668954,"(-37.81668188, 144.9668954)",2
May,22,1318.1614583333333,Flinders St-Elizabeth St (East),-37.81786445,144.96506823,"(-37.81786445, 144.96506823)",3
May,4,1298.330533154122,Town Hall (West),-37.81487988,144.9660878,"(-37.81487988, 144.9660878)",4
May,41,1159.354502688172,Flinders La-Swanston St (West),-37.81668633,144.96689733,"(-37.81668633, 144.96689733)",5
May,35,1140.515138121547,Southbank,-37.82017828,144.96508877,"(-37.82017828, 144.96508877)",6
May,3,1068.6195892893095,Melbourne Central,-37.81101523,144.96429485,"(-37.81101523, 144.96429485)",7
May,6,1035.6256720430108,Flinders Street Station Underpass,-37.81911704,144.96558256,"(-37.81911704, 144.96558256)",8
May,1,1010.6024607113317,Bourke Street Mall (North),-37.8134944,144.96515324,"(-37.8134944, 144.96515324)",9
May,32,972.6258960573476,City Square,-37.81573742,144.96685718,"(-37.81573742, 144.96685718)",10
May,24,955.7006997455471,Spencer St-Collins St (North),-37.81887962,144.95449198,"(-37.81887962, 144.95449198)",11
May,5,917.9471006144394,Princes Bridge,-37.81874249,144.96787656,"(-37.81874249, 144.96787656)",12
May,84,872.6760752688172,Elizabeth St - Flinders St (East) - New footpath,-37.81798049,144.96503383,"(-37.81798049, 144.96503383)",13
May,2,854.5964861751152,Bourke Street Mall (South),-37.81380667,144.96516719,"(-37.81380667, 144.96516719)",14
May,13,789.4591733870968,Flagstaff Station,-37.81239679,144.95652653,"(-37.81239679, 144.95652653)",15
May,15,761.6532407407408,State Library,-37.81064378,144.96447132,"(-37.81064378, 144.96447132)",16
May,28,747.3176523297491,The Arts Centre,-37.82129924,144.96879309,"(-37.82129924, 144.96879309)",17
May,16,692.7970430107526,Australia on Collins,-37.81573422,144.96521044,"(-37.81573422, 144.96521044)",18
May,47,677.1683467741935,Melbourne Central-Elizabeth St (East),-37.81160331,144.96220077,"(-37.81160331, 144.96220077)",19
May,66,556.048835125448,State Library - New,-37.81057845,144.96444294,"(-37.81057845, 144.96444294)",20
May,53,529.6883640552995,Collins Street (North),-37.8156419,144.965499,"(-37.8156419, 144.965499)",21
May,55,522.2560483870968,Elizabeth St-La Trobe St (East),-37.80988941,144.96134331,"(-37.80988941, 144.96134331)",22
May,25,514.9750631313132,Melbourne Convention Exhibition Centre,-37.82401776,144.95604426,"(-37.82401776, 144.95604426)",23
May,45,508.91282051282053,Little Collins St-Swanston St (East),-37.81414074,144.9660938,"(-37.81414074, 144.9660938)",24
May,21,496.7598484848485,Bourke St-Russell St (West),-37.81244703,144.96778757,"(-37.81244703, 144.96778757)",25
May,9,483.3399577572965,Southern Cross Station,-37.81982992,144.95102556,"(-37.81982992, 144.95102556)",26
May,58,480.9704301075269,Bourke St - Spencer St (North),-37.81686074,144.95358075,"(-37.81686074, 144.95358075)",27
May,26,466.2567204301075,QV Market-Elizabeth St (West),-37.80869542,144.96049404,"(-37.80869542, 144.96049404)",28
May,19,452.50049800796813,Chinatown-Swanston St (North),-37.81237202,144.96550671,"(-37.81237202, 144.96550671)",29
May,79,441.3225806451613,Flinders St (South),-37.81794046,144.96616678,"(-37.81794046, 144.96616678)",30
May,57,439.3891184573003,Bourke St Bridge,-37.8176735,144.95025595,"(-37.8176735, 144.95025595)",31
May,17,426.60752688172045,Collins Place (South),-37.81362542,144.97323592,"(-37.81362542, 144.97323592)",32
May,30,413.8585199004975,Lonsdale St (South),-37.81121849,144.96656807,"(-37.81121849, 144.96656807)",33
May,18,342.59386200716847,Collins Place (North),-37.81344861,144.97305354,"(-37.81344861, 144.97305354)",34
May,14,333.2138216845878,Sandridge Bridge,-37.82011242,144.96291898,"(-37.82011242, 144.96291898)",35
May,20,301.9308542413381,Chinatown-Lt Bourke St (South),-37.81172913,144.9682466,"(-37.81172913, 144.9682466)",36
May,67,289.69354838709677,Flinders Ln -Degraves St (South),-37.81688755,144.9656257,"(-37.81688755, 144.9656257)",37
May,23,286.4377306273063,Spencer St-Collins St (South),-37.81909256,144.95452749,"(-37.81909256, 144.95452749)",38
May,7,280.1866521317829,Birrarung Marr,-37.81862929,144.97169395,"(-37.81862929, 144.97169395)",39
May,65,271.3460144927536,Swanston St - City Square,-37.81569416,144.96680641,"(-37.81569416, 144.96680641)",40
May,29,270.3503787878788,St Kilda Rd-Alexandra Gardens,-37.81965808,144.96863453,"(-37.81965808, 144.96863453)",41
May,72,264.32728494623655,Flinders St- ACMI,-37.81726337,144.96872809,"(-37.81726337, 144.96872809)",42
May,59,256.24487704918033,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)",43
May,63,253.96998207885304,231 Bourke St,-37.81333081,144.96675572,"(-37.81333081, 144.96675572)",44
May,40,250.55745967741936,Lonsdale St-Spring St (West),-37.80999341,144.97227588,"(-37.80999341, 144.97227588)",45
May,52,246.67903225806452,Elizabeth St-Lonsdale St (South),-37.81252157,144.9619401,"(-37.81252157, 144.9619401)",46
May,36,245.91036573810877,Queen St (West),-37.81652527,144.96121063,"(-37.81652527, 144.96121063)",47
May,42,243.28446261682242,Grattan St-Swanston St (West),-37.80008565,144.96386412,"(-37.80008565, 144.96386412)",48
May,43,238.3494623655914,Monash Rd-Swanston St (West),-37.79844525,144.96411782,"(-37.79844525, 144.96411782)",49
May,31,215.79121863799284,Lygon St (West),-37.8016968,144.96658911,"(-37.8016968, 144.96658911)",50
May,56,211.87735215053763,Lonsdale St - Elizabeth St (North),-37.81234775,144.96153311,"(-37.81234775, 144.96153311)",51
May,48,196.50772849462365,QVM-Queen St (East),-37.80631581,144.95866698,"(-37.80631581, 144.95866698)",52
May,50,195.08010752688173,Faraday St-Lygon St (West),-37.79808191,144.96721014,"(-37.79808191, 144.96721014)",53
May,61,191.08666666666667,RMIT Building 14,-37.80767455,144.96309115,"(-37.80767455, 144.96309115)",54
May,39,179.15795765027323,Alfred Place,-37.81379749,144.96995745,"(-37.81379749, 144.96995745)",55
May,12,171.04032258064515,New Quay,-37.81457987,144.94292398,"(-37.81457987, 144.94292398)",56
May,10,161.8238287250384,Victoria Point,-37.81876473,144.94710545,"(-37.81876473, 144.94710545)",57
May,33,161.27486559139786,Flinders St-Spring St (West),-37.81483252,144.97454056,"(-37.81483252, 144.97454056)",58
May,77,153.815188172043,Harbour Esplanade (West) - Pedestrian path,-37.81441438,144.94433026,"(-37.81441438, 144.94433026)",59
May,70,152.47513440860214,Errol Street (East),-37.80456984,144.94946229,"(-37.80456984, 144.94946229)",60
May,8,150.53985507246378,Webb Bridge,-37.82293543,144.94717511,"(-37.82293543, 144.94717511)",61
May,68,139.4811827956989,Flinders Ln -Degraves St (North),-37.81684789,144.96559789,"(-37.81684789, 144.96559789)",62
May,49,137.1720430107527,QVM-Therry St (South),-37.80730067,144.95956055,"(-37.80730067, 144.95956055)",63
May,37,127.79435483870968,Lygon St (East),-37.80310271,144.96671452,"(-37.80310271, 144.96671452)",64
May,34,114.54896313364056,Flinders St-Spark La,-37.81537985,144.9741505,"(-37.81537985, 144.9741505)",65
May,27,112.17977528089888,QV Market-Peel St,-37.80606888,144.95644693,"(-37.80606888, 144.95644693)",66
May,69,110.3649193548387,Flinders Ln -Degraves St (Crossing),-37.81687225,144.96559145,"(-37.81687225, 144.96559145)",67
May,44,104.03609831029186,Tin Alley-Swanston St (West),-37.79690473,144.96440378,"(-37.79690473, 144.96440378)",68
May,54,103.72916666666667,Lincoln-Swanston (West),-37.804024,144.963084,"(-37.804024, 144.963084)",69
May,51,100.45645161290322,QVM-Franklin St (North),-37.80841814,144.95906317,"(-37.80841814, 144.95906317)",70
May,62,94.92204301075269,La Trobe St (North),-37.80996494,144.96216521,"(-37.80996494, 144.96216521)",71
May,64,94.75070621468926,Royal Pde - Grattan St,-37.79949544,144.95792282,"(-37.79949544, 144.95792282)",72
May,46,86.98333333333333,Pelham St (South),-37.80240719,144.96156731,"(-37.80240719, 144.96156731)",73
May,85,81.8736559139785,Macaulay Rd (North),-37.79432414,144.92973379,"(-37.79432414, 144.92973379)",74
May,11,77.41868279569893,Waterfront City,-37.81564989,144.93970695,"(-37.81564989, 144.93970695)",75
May,76,60.078629032258064,Macaulay Rd- Bellair St,-37.79453802,144.93036194,"(-37.79453802, 144.93036194)",76
May,86,58.34543010752688,Queensberry St - Errol St (South),-37.80309992,144.94908064,"(-37.80309992, 144.94908064)",77
May,75,45.18077956989247,Spring St- Flinders st (West),-37.81515275,144.97467661,"(-37.81515275, 144.97467661)",78
May,78,37.119623655913976,Harbour Esplanade (West) - Bike Path,-37.81471642,144.9446508,"(-37.81471642, 144.9446508)",79
May,71,35.56989247311828,Westwood Place,-37.81235775,144.97136962,"(-37.81235775, 144.97136962)",80
November,38,2471.7916666666665,Flinders St-Swanston St (West),-37.81723437,144.96715033,"(-37.81723437, 144.96715033)",1
November,41,1459.8654970760233,Flinders La-Swanston St (West),-37.81668633,144.96689733,"(-37.81668633, 144.96689733)",2
November,22,1448.6811594202898,Flinders St-Elizabeth St (East),-37.81786445,144.96506823,"(-37.81786445, 144.96506823)",3
November,4,1404.7061342592592,Town Hall (West),-37.81487988,144.9660878,"(-37.81487988, 144.9660878)",4
November,35,1310.3645833333333,Southbank,-37.82017828,144.96508877,"(-37.82017828, 144.96508877)",5
November,1,1140.9137088477366,Bourke Street Mall (North),-37.8134944,144.96515324,"(-37.8134944, 144.96515324)",6
November,6,1132.3247863247864,Flinders Street Station Underpass,-37.81911704,144.96558256,"(-37.81911704, 144.96558256)",7
November,3,1128.706712962963,Melbourne Central,-37.81101523,144.96429485,"(-37.81101523, 144.96429485)",8
November,24,1097.0594532279315,Spencer St-Collins St (North),-37.81887962,144.95449198,"(-37.81887962, 144.95449198)",9
November,32,1082.537037037037,City Square,-37.81573742,144.96685718,"(-37.81573742, 144.96685718)",10
November,2,1044.0638888888889,Bourke Street Mall (South),-37.81380667,144.96516719,"(-37.81380667, 144.96516719)",11
November,5,955.4090811965812,Princes Bridge,-37.81874249,144.96787656,"(-37.81874249, 144.96787656)",12
November,47,841.963058419244,Melbourne Central-Elizabeth St (East),-37.81160331,144.96220077,"(-37.81160331, 144.96220077)",13
November,28,841.5463123132567,The Arts Centre,-37.82129924,144.96879309,"(-37.82129924, 144.96879309)",14
November,15,767.4246527777777,State Library,-37.81064378,144.96447132,"(-37.81064378, 144.96447132)",15
November,13,761.4677083333333,Flagstaff Station,-37.81239679,144.95652653,"(-37.81239679, 144.95652653)",16
November,55,740.3837962962963,Elizabeth St-La Trobe St (East),-37.80988941,144.96134331,"(-37.80988941, 144.96134331)",17
November,45,733.55,Little Collins St-Swanston St (East),-37.81414074,144.9660938,"(-37.81414074, 144.9660938)",18
November,16,727.6416666666667,Australia on Collins,-37.81573422,144.96521044,"(-37.81573422, 144.96521044)",19
November,25,614.8134057971015,Melbourne Convention Exhibition Centre,-37.82401776,144.95604426,"(-37.82401776, 144.95604426)",20
November,53,609.555753968254,Collins Street (North),-37.8156419,144.965499,"(-37.8156419, 144.965499)",21
November,21,584.9026041666667,Bourke St-Russell St (West),-37.81244703,144.96778757,"(-37.81244703, 144.96778757)",22
November,66,541.4416666666667,State Library - New,-37.81057845,144.96444294,"(-37.81057845, 144.96444294)",23
November,58,537.1989583333333,Bourke St - Spencer St (North),-37.81686074,144.95358075,"(-37.81686074, 144.95358075)",24
November,19,524.937037037037,Chinatown-Swanston St (North),-37.81237202,144.96550671,"(-37.81237202, 144.96550671)",25
