month,sensor_id,avg_hourly_counts,sensor_description,latitude,longitude,location,rank
February,4,1371.1221430326862,Town Hall (West),-37.81487988,144.9660878,"(-37.81487988, 144.9660878)",5
February,6,1168.4206583427922,Flinders Street Station Underpass,-37.81911704,144.96558256,"(-37.81911704, 144.96558256)",6
February,32,1153.7022357723577,City Square,-37.81573742,144.96685718,"(-37.81573742, 144.96685718)",7
February,3,1141.333206590621,Melbourne Central,-37.81101523,144.96429485,"(-37.81101523, 144.96429485)",8
February,24,1081.0465726467694,Spencer St-Collins St (North),-37.81887962,144.95449198,"(-37.81887962, 144.95449198)",9
February,5,1077.7691521961185,Princes Bridge,-37.81874249,144.96787656,"(-37.81874249, 144.96787656)",10
February,1,1075.0523600722208,Bourke Street Mall (North),-37.8134944,144.96515324,"(-37.8134944, 144.96515324)",11
February,28,927.9885227086407,The Arts Centre,-37.82129924,144.96879309,"(-37.82129924, 144.96879309)",12
February,2,923.3227014755959,Bourke Street Mall (South),-37.81380667,144.96516719,"(-37.81380667, 144.96516719)",13
February,15,828.8295586527294,State Library,-37.81064378,144.96447132,"(-37.81064378, 144.96447132)",14
February,13,824.0660029498525,Flagstaff Station,-37.81239679,144.95652653,"(-37.81239679, 144.95652653)",15
February,47,803.6359610274579,Melbourne Central-Elizabeth St (East),-37.81160331,144.96220077,"(-37.81160331, 144.96220077)",16
February,84,731.891369047619,Elizabeth St - Flinders St (East) - New footpath,-37.81798049,144.96503383,"(-37.81798049, 144.96503383)",17
February,16,718.1962174940899,Australia on Collins,-37.81573422,144.96521044,"(-37.81573422, 144.96521044)",18
February,55,710.5173282923755,Elizabeth St-La Trobe St (East),-37.80988941,144.96134331,"(-37.80988941, 144.96134331)",19
February,45,705.618208516887,Little Collins St-Swanston St (East),-37.81414074,144.9660938,"(-37.81414074, 144.9660938)",20
February,66,664.1901041666666,State Library - New,-37.81057845,144.96444294,"(-37.81057845, 144.96444294)",21
February,57,654.0793439716313,Bourke St Bridge,-37.8176735,144.95025595,"(-37.8176735, 144.95025595)",22
February,53,614.5267143458141,Collins Street (North),-37.8156419,144.965499,"(-37.8156419, 144.965499)",23
February,21,564.4263693014103,Bourke St-Russell St (West),-37.81244703,144.96778757,"(-37.81244703, 144.96778757)",24
February,25,564.3043620859298,Melbourne Convention Exhibition Centre,-37.82401776,144.95604426,"(-37.82401776, 144.95604426)",25
February,58,561.4683124539425,Bourke St - Spencer St (North),-37.81686074,144.95358075,"(-37.81686074, 144.95358075)",26
February,19,527.2164644145621,Chinatown-Swanston St (North),-37.81237202,144.96550671,"(-37.81237202, 144.96550671)",27
February,26,511.56493932436865,QV Market-Elizabeth St (West),-37.80869542,144.96049404,"(-37.80869542, 144.96049404)",28
February,9,508.7048808172531,Southern Cross Station,-37.81982992,144.95102556,"(-37.81982992, 144.95102556)",29
February,17,453.3994324631101,Collins Place (South),-37.81362542,144.97323592,"(-37.81362542, 144.97323592)",30
February,30,452.2004627334325,Lonsdale St (South),-37.81121849,144.96656807,"(-37.81121849, 144.96656807)",31
February,29,424.35347328895716,St Kilda Rd-Alexandra Gardens,-37.81965808,144.96863453,"(-37.81965808, 144.96863453)",32
February,79,394.3095238095238,Flinders St (South),-37.81794046,144.96616678,"(-37.81794046, 144.96616678)",33
February,14,385.62315550510783,Sandridge Bridge,-37.82011242,144.96291898,"(-37.82011242, 144.96291898)",34
February,7,349.267176653917,Birrarung Marr,-37.81862929,144.97169395,"(-37.81862929, 144.97169395)",35
February,18,336.07343927355276,Collins Place (North),-37.81344861,144.97305354,"(-37.81344861, 144.97305354)",36
February,20,331.71515250901933,Chinatown-Lt Bourke St (South),-37.81172913,144.9682466,"(-37.81172913, 144.9682466)",37
February,59,329.9558944765045,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)",38
February,52,324.6860602480803,Elizabeth St-Lonsdale St (South),-37.81252157,144.9619401,"(-37.81252157, 144.9619401)",39
February,61,311.9020568070519,RMIT Building 14,-37.80767455,144.96309115,"(-37.80767455, 144.96309115)",40
February,23,307.52946156451065,Spencer St-Collins St (South),-37.81909256,144.95452749,"(-37.81909256, 144.95452749)",41
February,63,281.77146464646466,231 Bourke St,-37.81333081,144.96675572,"(-37.81333081, 144.96675572)",42
February,31,271.48057058534187,Lygon St (West),-37.8016968,144.96658911,"(-37.8016968, 144.96658911)",43
February,65,269.96359583952454,Swanston St - City Square,-37.81569416,144.96680641,"(-37.81569416, 144.96680641)",44
February,36,269.7302927927928,Queen St (West),-37.81652527,144.96121063,"(-37.81652527, 144.96121063)",45
February,67,258.11961367013373,Flinders Ln -Degraves St (South),-37.81688755,144.9656257,"(-37.81688755, 144.9656257)",46
February,56,256.9992630803242,Lonsdale St - Elizabeth St (North),-37.81234775,144.96153311,"(-37.81234775, 144.96153311)",47
February,40,255.98138934954855,Lonsdale St-Spring St (West),-37.80999341,144.97227588,"(-37.80999341, 144.97227588)",48
February,50,240.11075014766686,Faraday St-Lygon St (West),-37.79808191,144.96721014,"(-37.79808191, 144.96721014)",49
February,12,229.01044149358756,New Quay,-37.81457987,144.94292398,"(-37.81457987, 144.94292398)",50
February,39,206.32981580966998,Alfred Place,-37.81379749,144.96995745,"(-37.81379749, 144.96995745)",51
February,42,202.79369085173502,Grattan St-Swanston St (West),-37.80008565,144.96386412,"(-37.80008565, 144.96386412)",52
February,72,188.20579494799406,Flinders St- ACMI,-37.81726337,144.96872809,"(-37.81726337, 144.96872809)",53
February,48,176.06876583423815,QVM-Queen St (East),-37.80631581,144.95866698,"(-37.80631581, 144.95866698)",54
February,33,168.6557328605201,Flinders St-Spring St (West),-37.81483252,144.97454056,"(-37.81483252, 144.97454056)",55
February,8,162.80657309140705,Webb Bridge,-37.82293543,144.94717511,"(-37.82293543, 144.94717511)",56
February,10,159.6712815051473,Victoria Point,-37.81876473,144.94710545,"(-37.81876473, 144.94710545)",57
February,77,158.33482142857142,Harbour Esplanade (West) - Pedestrian path,-37.81441438,144.94433026,"(-37.81441438, 144.94433026)",58
February,37,147.43191450156624,Lygon St (East),-37.80310271,144.96671452,"(-37.80310271, 144.96671452)",59
February,49,145.96309418364334,QVM-Therry St (South),-37.80730067,144.95956055,"(-37.80730067, 144.95956055)",60
February,34,144.39453207150368,Flinders St-Spark La,-37.81537985,144.9741505,"(-37.81537985, 144.9741505)",61
February,43,141.2801261829653,Monash Rd-Swanston St (West),-37.79844525,144.96411782,"(-37.79844525, 144.96411782)",62
February,70,139.1032,Errol Street (East),-37.80456984,144.94946229,"(-37.80456984, 144.94946229)",63
February,64,133.13216656608327,Royal Pde - Grattan St,-37.79949544,144.95792282,"(-37.79949544, 144.95792282)",64
February,68,131.0289747399703,Flinders Ln -Degraves St (North),-37.81684789,144.96559789,"(-37.81684789, 144.96559789)",65
February,62,121.1126346718903,La Trobe St (North),-37.80996494,144.96216521,"(-37.80996494, 144.96216521)",66
February,27,120.41990490244302,QV Market-Peel St,-37.80606888,144.95644693,"(-37.80606888, 144.95644693)",67
February,51,119.14412285883049,QVM-Franklin St (North),-37.80841814,144.95906317,"(-37.80841814, 144.95906317)",68
February,11,112.01986379114642,Waterfront City,-37.81564989,144.93970695,"(-37.81564989, 144.93970695)",69
February,73,103.78008915304606,Bourke St - Spencer St (South),-37.81695684,144.95415373,"(-37.81695684, 144.95415373)",70
February,54,100.03095062638172,Lincoln-Swanston (West),-37.804024,144.963084,"(-37.804024, 144.963084)",71
February,69,94.71322436849925,Flinders Ln -Degraves St (Crossing),-37.81687225,144.96559145,"(-37.81687225, 144.96559145)",72
February,85,80.77678571428571,Macaulay Rd (North),-37.79432414,144.92973379,"(-37.79432414, 144.92973379)",73
February,44,77.55736282801995,Tin Alley-Swanston St (West),-37.79690473,144.96440378,"(-37.79690473, 144.96440378)",74
February,46,65.67965751402421,Pelham St (South),-37.80240719,144.96156731,"(-37.80240719, 144.96156731)",75
February,76,60.663690476190474,Macaulay Rd- Bellair St,-37.79453802,144.93036194,"(-37.79453802, 144.93036194)",76
February,78,55.992559523809526,Harbour Esplanade (West) - Bike Path,-37.81471642,144.9446508,"(-37.81471642, 144.9446508)",77
February,86,53.233968804159446,Queensberry St - Errol St (South),-37.80309992,144.94908064,"(-37.80309992, 144.94908064)",78
February,75,37.33060921248143,Spring St- Flinders st (West),-37.81515275,144.97467661,"(-37.81515275, 144.97467661)",79
February,71,29.897473997028232,Westwood Place,-37.81235775,144.97136962,"(-37.81235775, 144.97136962)",80
January,38,2391.837064676617,Flinders St-Swanston St (West),-37.81723437,144.96715033,"(-37.81723437, 144.96715033)",1
January,41,1438.6970410221923,Flinders La-Swanston St (West),-37.81668633,144.96689733,"(-37.81668633, 144.96689733)",2
January,35,1422.7292705029452,Southbank,-37.82017828,144.96508877,"(-37.82017828, 144.96508877)",3
January,22,1413.1913511091195,Flinders St-Elizabeth St (East),-37.81786445,144.96506823,"(-37.81786445, 144.96506823)",4
January,4,1340.6059146409768,Town Hall (West),-37.81487988,144.9660878,"(-37.81487988, 144.9660878)",5
January,5,1116.328094302554,Princes Bridge,-37.81874249,144.96787656,"(-37.81874249, 144.96787656)",6
January,6,1062.9260676248578,Flinders Street Station Underpass,-37.81911704,144.96558256,"(-37.81911704, 144.96558256)",7
January,32,1026.4511494252874,City Square,-37.81573742,144.96685718,"(-37.81573742, 144.96685718)",8
January,1,997.2138742492953,Bourke Street Mall (North),-37.8134944,144.96515324,"(-37.8134944, 144.96515324)",9
January,28,966.49533437014,The Arts Centre,-37.82129924,144.96879309,"(-37.82129924, 144.96879309)",10
January,3,944.6882491318472,Melbourne Central,-37.81101523,144.96429485,"(-37.81101523, 144.96429485)",11
January,2,941.6683900320546,Bourke Street Mall (South),-37.81380667,144.96516719,"(-37.81380667, 144.96516719)",12
January,24,910.5377147124719,Spencer St-Collins St (North),-37.81887962,144.95449198,"(-37.81887962, 144.95449198)",13
January,47,740.8448090371168,Melbourne Central-Elizabeth St (East),-37.81160331,144.96220077,"(-37.81160331, 144.96220077)",14
January,45,720.5988416988417,Little Collins St-Swanston St (East),-37.81414074,144.9660938,"(-37.81414074, 144.9660938)",15
January,55,662.9403854773644,Elizabeth St-La Trobe St (East),-37.80988941,144.96134331,"(-37.80988941, 144.96134331)",16
January,16,660.855376344086,Australia on Collins,-37.81573422,144.96521044,"(-37.81573422, 144.96521044)",17
January,15,648.2751873967729,State Library,-37.81064378,144.96447132,"(-37.81064378, 144.96447132)",18
January,84,613.4327956989247,Elizabeth St - Flinders St (East) - New footpath,-37.81798049,144.96503383,"(-37.81798049, 144.96503383)",19
January,13,584.7006048387096,Flagstaff Station,-37.81239679,144.95652653,"(-37.81239679, 144.95652653)",20
January,53,573.5615517572498,Collins Street (North),-37.8156419,144.965499,"(-37.8156419, 144.965499)",21
January,25,560.5713422920127,Melbourne Convention Exhibition Centre,-37.82401776,144.95604426,"(-37.82401776, 144.95604426)",22
January,21,507.6469794633488,Bourke St-Russell St (West),-37.81244703,144.96778757,"(-37.81244703, 144.96778757)",23
January,7,503.42354654419177,Birrarung Marr,-37.81862929,144.97169395,"(-37.81862929, 144.97169395)",24
January,66,485.13382649630125,State Library - New,-37.81057845,144.96444294,"(-37.81057845, 144.96444294)",25
January,58,484.1505882352941,Bourke St - Spencer St (North),-37.81686074,144.95358075,"(-37.81686074, 144.95358075)",26
January,19,481.4273338312173,Chinatown-Swanston St (North),-37.81237202,144.96550671,"(-37.81237202, 144.96550671)",27
January,26,449.61194921583274,QV Market-Elizabeth St (West),-37.80869542,144.96049404,"(-37.80869542, 144.96049404)",28
January,29,447.0069995333644,St Kilda Rd-Alexandra Gardens,-37.81965808,144.96863453,"(-37.81965808, 144.96863453)",29
January,30,421.7939044481054,Lonsdale St (South),-37.81121849,144.96656807,"(-37.81121849, 144.96656807)",30
January,57,420.5739096873794,Bourke St Bridge,-37.8176735,144.95025595,"(-37.8176735, 144.95025595)",31
January,9,379.4360459104539,Southern Cross Station,-37.81982992,144.95102556,"(-37.81982992, 144.95102556)",32
January,17,361.2610871842626,Collins Place (South),-37.81362542,144.97323592,"(-37.81362542, 144.97323592)",33
January,14,356.1530348464481,Sandridge Bridge,-37.82011242,144.96291898,"(-37.82011242, 144.96291898)",34
January,79,321.13844086021504,Flinders St (South),-37.81794046,144.96616678,"(-37.81794046, 144.96616678)",35
January,63,307.79055555555556,231 Bourke St,-37.81333081,144.96675572,"(-37.81333081, 144.96675572)",36
January,20,296.98302773147446,Chinatown-Lt Bourke St (South),-37.81172913,144.9682466,"(-37.81172913, 144.9682466)",37
January,31,283.8054974604123,Lygon St (West),-37.8016968,144.96658911,"(-37.8016968, 144.96658911)",38
January,52,283.1199247109438,Elizabeth St-Lonsdale St (South),-37.81252157,144.9619401,"(-37.81252157, 144.9619401)",39
January,23,273.1489659461981,Spencer St-Collins St (South),-37.81909256,144.95452749,"(-37.81909256, 144.95452749)",40
January,18,257.28569951401096,Collins Place (North),-37.81344861,144.97305354,"(-37.81344861, 144.97305354)",41
January,50,240.81172673480367,Faraday St-Lygon St (West),-37.79808191,144.96721014,"(-37.79808191, 144.96721014)",42
January,65,239.61062542030936,Swanston St - City Square,-37.81569416,144.96680641,"(-37.81569416, 144.96680641)",43
January,12,232.99844897115085,New Quay,-37.81457987,144.94292398,"(-37.81457987, 144.94292398)",44
January,56,230.64403361344537,Lonsdale St - Elizabeth St (North),-37.81234775,144.96153311,"(-37.81234775, 144.96153311)",45
January,67,223.3382649630128,Flinders Ln -Degraves St (South),-37.81688755,144.9656257,"(-37.81688755, 144.9656257)",46
January,36,215.41499085923218,Queen St (West),-37.81652527,144.96121063,"(-37.81652527, 144.96121063)",47
January,61,210.42223218287762,RMIT Building 14,-37.80767455,144.96309115,"(-37.80767455, 144.96309115)",48
January,40,208.30651619949035,Lonsdale St-Spring St (West),-37.80999341,144.97227588,"(-37.80999341, 144.97227588)",49
January,48,203.35960193652502,QVM-Queen St (East),-37.80631581,144.95866698,"(-37.80631581, 144.95866698)",50
January,77,183.61827956989248,Harbour Esplanade (West) - Pedestrian path,-37.81441438,144.94433026,"(-37.81441438, 144.94433026)",51
January,59,175.6736889287315,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)",52
January,39,161.15250501002004,Alfred Place,-37.81379749,144.96995745,"(-37.81379749, 144.96995745)",53
January,72,159.53328850033625,Flinders St- ACMI,-37.81726337,144.96872809,"(-37.81726337, 144.96872809)",54
January,37,148.79504417979254,Lygon St (East),-37.80310271,144.96671452,"(-37.80310271, 144.96671452)",55
January,33,148.34354838709677,Flinders St-Spring St (West),-37.81483252,144.97454056,"(-37.81483252, 144.97454056)",56
January,8,148.1810793915399,Webb Bridge,-37.82293543,144.94717511,"(-37.82293543, 144.94717511)",57
January,49,138.8200645508338,QVM-Therry St (South),-37.80730067,144.95956055,"(-37.80730067, 144.95956055)",58
January,34,131.2842873607376,Flinders St-Spark La,-37.81537985,144.9741505,"(-37.81537985, 144.9741505)",59
January,10,130.4690311239789,Victoria Point,-37.81876473,144.94710545,"(-37.81876473, 144.94710545)",60
January,11,128.3294117647059,Waterfront City,-37.81564989,144.93970695,"(-37.81564989, 144.93970695)",61
January,70,122.17721518987342,Errol Street (East),-37.80456984,144.94946229,"(-37.80456984, 144.94946229)",62
January,42,118.59201085902657,Grattan St-Swanston St (West),-37.80008565,144.96386412,"(-37.80008565, 144.96386412)",63
January,68,116.79825151311366,Flinders Ln -Degraves St (North),-37.81684789,144.96559789,"(-37.81684789, 144.96559789)",64
January,27,112.70734986555124,QV Market-Peel St,-37.80606888,144.95644693,"(-37.80606888, 144.95644693)",65
January,62,103.56297624383684,La Trobe St (North),-37.80996494,144.96216521,"(-37.80996494, 144.96216521)",66
January,51,103.05512234471632,QVM-Franklin St (North),-37.80841814,144.95906317,"(-37.80841814, 144.95906317)",67
January,69,85.66577000672496,Flinders Ln -Degraves St (Crossing),-37.81687225,144.96559145,"(-37.81687225, 144.96559145)",68
January,43,76.39080234833659,Monash Rd-Swanston St (West),-37.79844525,144.96411782,"(-37.79844525, 144.96411782)",69
January,73,71.906523201076,Bourke St - Spencer St (South),-37.81695684,144.95415373,"(-37.81695684, 144.95415373)",70
January,85,67.64381720430107,Macaulay Rd (North),-37.79432414,144.92973379,"(-37.79432414, 144.92973379)",71
January,54,63.23126050420168,Lincoln-Swanston (West),-37.804024,144.963084,"(-37.804024, 144.963084)",72
January,64,58.69465648854962,Royal Pde - Grattan St,-37.79949544,144.95792282,"(-37.79949544, 144.95792282)",73
January,78,49.528225806451616,Harbour Esplanade (West) - Bike Path,-37.81471642,144.9446508,"(-37.81471642, 144.9446508)",74
January,76,48.35752688172043,Macaulay Rd- Bellair St,-37.79453802,144.93036194,"(-37.79453802, 144.93036194)",75
January,86,47.74801587301587,Queensberry St - Errol St (South),-37.80309992,144.94908064,"(-37.80309992, 144.94908064)",76
January,46,45.13609467455621,Pelham St (South),-37.80240719,144.96156731,"(-37.80240719, 144.96156731)",77
January,44,43.76892047637342,Tin Alley-Swanston St (West),-37.79690473,144.96440378,"(-37.79690473, 144.96440378)",78
January,75,32.63575268817204,Spring St- Flinders st (West),-37.81515275,144.97467661,"(-37.81515275, 144.97467661)",79
January,71,26.61667787491594,Westwood Place,-37.81235775,144.97136962,"(-37.81235775, 144.97136962)",80
July,38,2417.4690860215055,Flinders St-Swanston St (West),-37.81723437,144.96715033,"(-37.81723437, 144.96715033)",1
July,60,1570.298245614035,Flinders La - Swanston St (West) Temporary,-37.81668188,144.9668954,"(-37.81668188, 144.9668954)",2
July,41,1367.3356973995271,Flinders La-Swanston St (West),-37.81668633,144.96689733,"(-37.81668633, 144.96689733)",3
July,4,1323.6271347248578,Town Hall (West),-37.81487988,144.9660878,"(-37.81487988, 144.9660878)",4
July,22,1268.7188443294524,Flinders St-Elizabeth St (East),-37.81786445,144.96506823,"(-37.81786445, 144.96506823)",5
July,35,1159.0074597565763,Southbank,-37.82017828,144.96508877,"(-37.82017828, 144.96508877)",6
July,3,1077.0095950873153,Melbourne Central,-37.81101523,144.96429485,"(-37.81101523, 144.96429485)",7
July,6,1036.97121749976,Flinders Street Station Underpass,-37.81911704,144.96558256,"(-37.81911704, 144.96558256)",8
July,1,999.9523661913619,Bourke Street Mall (North),-37.8134944,144.96515324,"(-37.8134944, 144.96515324)",9
July,24,993.7143288084465,Spencer St-Collins St (North),-37.81887962,144.95449198,"(-37.81887962, 144.95449198)",10
July,32,982.2123655913979,City Square,-37.81573742,144.96685718,"(-37.81573742, 144.96685718)",11
July,84,963.2432795698925,Elizabeth St - Flinders St (East) - New footpath,-37.81798049,144.96503383,"(-37.81798049, 144.96503383)",12
July,5,946.377105072838,Princes Bridge,-37.81874249,144.96787656,"(-37.81874249, 144.96787656)",13
July,2,911.4708309345615,Bourke Street Mall (South),-37.81380667,144.96516719,"(-37.81380667, 144.96516719)",14
July,28,826.6841241420472,The Arts Centre,-37.82129924,144.96879309,"(-37.82129924, 144.96879309)",15
July,13,747.4336357526881,Flagstaff Station,-37.81239679,144.95652653,"(-37.81239679, 144.95652653)",16
July,16,740.8639784946237,Australia on Collins,-37.81573422,144.96521044,"(-37.81573422, 144.96521044)",17
July,15,720.2563241549138,State Library,-37.81064378,144.96447132,"(-37.81064378, 144.96447132)",18
July,47,698.8531937734837,Melbourne Central-Elizabeth St (East),-37.81160331,144.96220077,"(-37.81160331, 144.96220077)",19
July,45,628.3845637583893,Little Collins St-Swanston St (East),-37.81414074,144.9660938,"(-37.81414074, 144.9660938)",20
July,21,555.6524001342732,Bourke St-Russell St (West),-37.81244703,144.96778757,"(-37.81244703, 144.96778757)",21
July,66,539.1644325290438,State Library - New,-37.81057845,144.96444294,"(-37.81057845, 144.96444294)",22
July,53,537.6048595897232,Collins Street (North),-37.8156419,144.965499,"(-37.8156419, 144.965499)",23
July,25,497.79301868239924,Melbourne Convention Exhibition Centre,-37.82401776,144.95604426,"(-37.82401776, 144.95604426)",24
July,9,482.6216060635134,Southern Cross Station,-37.81982992,144.95102556,"(-37.81982992, 144.95102556)",25
July,19,478.5486249807958,Chinatown-Swanston St (North),-37.81237202,144.96550671,"(-37.81237202, 144.96550671)",26
July,26,477.4938824231573,QV Market-Elizabeth St (West),-37.80869542,144.96049404,"(-37.80869542, 144.96049404)",27
July,55,464.4625167336011,Elizabeth St-La Trobe St (East),-37.80988941,144.96134331,"(-37.80988941, 144.96134331)",28
July,57,456.75847605732264,Bourke St Bridge,-37.8176735,144.95025595,"(-37.8176735, 144.95025595)",29
July,79,450.0739247311828,Flinders St (South),-37.81794046,144.96616678,"(-37.81794046, 144.96616678)",30
July,58,430.8695506371563,Bourke St - Spencer St (North),-37.81686074,144.95358075,"(-37.81686074, 144.95358075)",31
July,30,427.5922112802149,Lonsdale St (South),-37.81121849,144.96656807,"(-37.81121849, 144.96656807)",32
July,17,403.79299329144925,Collins Place (South),-37.81362542,144.97323592,"(-37.81362542, 144.97323592)",33
July,14,345.0734789850103,Sandridge Bridge,-37.82011242,144.96291898,"(-37.82011242, 144.96291898)",34
July,20,317.98194568785436,Chinatown-Lt Bourke St (South),-37.81172913,144.9682466,"(-37.81172913, 144.9682466)",35
July,18,312.9250878280636,Collins Place (North),-37.81344861,144.97305354,"(-37.81344861, 144.97305354)",36
July,7,292.2909290684898,Birrarung Marr,-37.81862929,144.97169395,"(-37.81862929, 144.97169395)",37
July,23,285.044315129812,Spencer St-Collins St (South),-37.81909256,144.95452749,"(-37.81909256, 144.95452749)",38
July,61,281.9352783366868,RMIT Building 14,-37.80767455,144.96309115,"(-37.80767455, 144.96309115)",39
July,72,280.5511756569848,Flinders St- ACMI,-37.81726337,144.96872809,"(-37.81726337, 144.96872809)",40
July,29,275.49095728094795,St Kilda Rd-Alexandra Gardens,-37.81965808,144.96863453,"(-37.81965808, 144.96863453)",41
July,52,266.06639839034204,Elizabeth St-Lonsdale St (South),-37.81252157,144.9619401,"(-37.81252157, 144.9619401)",42
July,67,263.12382864792505,Flinders Ln -Degraves St (South),-37.81688755,144.9656257,"(-37.81688755, 144.9656257)",43
July,63,246.27029438001784,231 Bourke St,-37.81333081,144.96675572,"(-37.81333081, 144.96675572)",44
July,36,236.39655172413794,Queen St (West),-37.81652527,144.96121063,"(-37.81652527, 144.96121063)",45
July,40,225.69407331277836,Lonsdale St-Spring St (West),-37.80999341,144.97227588,"(-37.80999341, 144.97227588)",46
July,56,225.60322147651007,Lonsdale St - Elizabeth St (North),-37.81234775,144.96153311,"(-37.81234775, 144.96153311)",47
July,59,221.3893360160966,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)",48
July,65,213.5071492403932,Swanston St - City Square,-37.81569416,144.96680641,"(-37.81569416, 144.96680641)",49
July,31,209.56034740940402,Lygon St (West),-37.8016968,144.96658911,"(-37.8016968, 144.96658911)",50
July,50,198.36473988439306,Faraday St-Lygon St (West),-37.79808191,144.96721014,"(-37.79808191, 144.96721014)",51
July,48,193.40338164251207,QVM-Queen St (East),-37.80631581,144.95866698,"(-37.80631581, 144.95866698)",52
July,12,187.51343054489638,New Quay,-37.81457987,144.94292398,"(-37.81457987, 144.94292398)",53
July,39,183.06849315068493,Alfred Place,-37.81379749,144.96995745,"(-37.81379749, 144.96995745)",54
July,10,165.8760481927711,Victoria Point,-37.81876473,144.94710545,"(-37.81876473, 144.94710545)",55
July,42,160.07445589919817,Grattan St-Swanston St (West),-37.80008565,144.96386412,"(-37.80008565, 144.96386412)",56
July,33,158.3122759856631,Flinders St-Spring St (West),-37.81483252,144.97454056,"(-37.81483252, 144.97454056)",57
July,49,148.56935123042504,QVM-Therry St (South),-37.80730067,144.95956055,"(-37.80730067, 144.95956055)",58
July,70,141.93908969210173,Errol Street (East),-37.80456984,144.94946229,"(-37.80456984, 144.94946229)",59
July,8,140.5026383958553,Webb Bridge,-37.82293543,144.94717511,"(-37.82293543, 144.94717511)",60
July,43,139.79942933870427,Monash Rd-Swanston St (West),-37.79844525,144.96411782,"(-37.79844525, 144.96411782)",61
July,77,134.89156626506025,Harbour Esplanade (West) - Pedestrian path,-37.81441438,144.94433026,"(-37.81441438, 144.94433026)",62
July,37,133.19989929506545,Lygon St (East),-37.80310271,144.96671452,"(-37.80310271, 144.96671452)",63
July,62,132.86705577172503,La Trobe St (North),-37.80996494,144.96216521,"(-37.80996494, 144.96216521)",64
July,68,131.79317269076304,Flinders Ln -Degraves St (North),-37.81684789,144.96559789,"(-37.81684789, 144.96559789)",65
July,34,120.67388385364217,Flinders St-Spark La,-37.81537985,144.9741505,"(-37.81537985, 144.9741505)",66
July,27,118.53134189753908,QV Market-Peel St,-37.80606888,144.95644693,"(-37.80606888, 144.95644693)",67
July,87,104.99193548387096,Errol St (West),-37.80454949,144.94921863,"(-37.80454949, 144.94921863)",68
July,51,103.04559341950646,QVM-Franklin St (North),-37.80841814,144.95906317,"(-37.80841814, 144.95906317)",69
July,54,102.72840343735866,Lincoln-Swanston (West),-37.804024,144.963084,"(-37.804024, 144.963084)",70
July,69,100.12717536813922,Flinders Ln -Degraves St (Crossing),-37.81687225,144.96559145,"(-37.81687225, 144.96559145)",71
July,11,85.87163004893026,Waterfront City,-37.81564989,144.93970695,"(-37.81564989, 144.93970695)",72
July,85,74.91935483870968,Macaulay Rd (North),-37.79432414,144.92973379,"(-37.79432414, 144.92973379)",73
July,64,74.65696649029982,Royal Pde - Grattan St,-37.79949544,144.95792282,"(-37.79949544, 144.95792282)",74
July,44,72.50419603893924,Tin Alley-Swanston St (West),-37.79690473,144.96440378,"(-37.79690473, 144.96440378)",75
July,46,60.0722891566265,Pelham St (South),-37.80240719,144.96156731,"(-37.80240719, 144.96156731)",76
July,86,58.905913978494624,Queensberry St - Errol St (South),-37.80309992,144.94908064,"(-37.80309992, 144.94908064)",77
July,76,52.859437751004016,Macaulay Rd- Bellair St,-37.79453802,144.93036194,"(-37.79453802, 144.93036194)",78
July,78,45.61178045515395,Harbour Esplanade (West) - Bike Path,-37.81471642,144.9446508,"(-37.81471642, 144.9446508)",79
July,75,43.86010709504686,Spring St- Flinders st (West),-37.81515275,144.97467661,"(-37.81515275, 144.97467661)",80
July,71,28.395173453996982,Westwood Place,-37.81235775,144.97136962,"(-37.81235775, 144.97136962)",81
June,38,2311.1534722222223,Flinders St-Swanston St (West),-37.81723437,144.96715033,"(-37.81723437, 144.96715033)",1
June,60,1532.1642156862745,Flinders La - Swanston St (West) Temporary,-37.81668188,144.9668954,"(-37.81668188, 144.9668954)",2
June,4,1278.9781373914907,Town Hall (West),-37.81487988,144.9660878,"(-37.81487988, 144.9660878)",3
June,22,1264.5082062174165,Flinders St-Elizabeth St (East),-37.81786445,144.96506823,"(-37.81786445, 144.96506823)",4
June,41,1180.2098121085594,Flinders La-Swanston St (West),-37.81668633,144.96689733,"(-37.81668633, 144.96689733)",5
June,35,1046.3065868263473,Southbank,-37.82017828,144.96508877,"(-37.82017828, 144.96508877)",6
June,1,1034.5944851734325,Bourke Street Mall (North),-37.8134944,144.96515324,"(-37.8134944, 144.96515324)",7
June,3,1021.1085856079404,Melbourne Central,-37.81101523,144.96429485,"(-37.81101523, 144.96429485)",8
June,6,979.3354838709678,Flinders Street Station Underpass,-37.81911704,144.96558256,"(-37.81911704, 144.96558256)",9
June,24,958.7952522255193,Spencer St-Collins St (North),-37.81887962,144.95449198,"(-37.81887962, 144.95449198)",10
June,84,911.3388888888888,Elizabeth St - Flinders St (East) - New footpath,-37.81798049,144.96503383,"(-37.81798049, 144.96503383)",11
June,5,905.9892256570336,Princes Bridge,-37.81874249,144.96787656,"(-37.81874249, 144.96787656)",12
June,2,875.2876426799007,Bourke Street Mall (South),-37.81380667,144.96516719,"(-37.81380667, 144.96516719)",13
