day,sensor_id,avg_hourly_counts,sensor_description,latitude,longitude,location,rank
Saturday,86,58.253787878787875,Queensberry St - Errol St (South),-37.80309992,144.94908064,"(-37.80309992, 144.94908064)",75
Saturday,78,57.74021352313167,Harbour Esplanade (West) - Bike Path,-37.81471642,144.9446508,"(-37.81471642, 144.9446508)",76
Saturday,76,54.56336528221512,Macaulay Rd- Bellair St,-37.79453802,144.93036194,"(-37.79453802, 144.93036194)",77
Saturday,75,48.34498480243161,Spring St- Flinders st (West),-37.81515275,144.97467661,"(-37.81515275, 144.97467661)",78
Saturday,44,45.534582922284336,Tin Alley-Swanston St (West),-37.79690473,144.96440378,"(-37.79690473, 144.96440378)",79
Saturday,46,39.17836630504148,Pelham St (South),-37.80240719,144.96156731,"(-37.80240719, 144.96156731)",80
Saturday,64,38.381573583367306,Royal Pde - Grattan St,-37.79949544,144.95792282,"(-37.79949544, 144.95792282)",81
Saturday,71,22.862711130359465,Westwood Place,-37.81235775,144.97136962,"(-37.81235775, 144.97136962)",82
Sunday,38,2227.4237490071487,Flinders St-Swanston St (West),-37.81723437,144.96715033,"(-37.81723437, 144.96715033)",1
Sunday,60,1275.3944444444444,Flinders La - Swanston St (West) Temporary,-37.81668188,144.9668954,"(-37.81668188, 144.9668954)",2
Sunday,35,1225.2527355217508,Southbank,-37.82017828,144.96508877,"(-37.82017828, 144.96508877)",3
Sunday,4,1181.5955786736022,Town Hall (West),-37.81487988,144.9660878,"(-37.81487988, 144.9660878)",4
Sunday,41,1173.205505639457,Flinders La-Swanston St (West),-37.81668633,144.96689733,"(-37.81668633, 144.96689733)",5
Sunday,22,1079.9758838679465,Flinders St-Elizabeth St (East),-37.81786445,144.96506823,"(-37.81786445, 144.96506823)",6
Sunday,32,998.609189331925,City Square,-37.81573742,144.96685718,"(-37.81573742, 144.96685718)",7
Sunday,3,993.3250062924742,Melbourne Central,-37.81101523,144.96429485,"(-37.81101523, 144.96429485)",8
Sunday,5,968.5025817555938,Princes Bridge,-37.81874249,144.96787656,"(-37.81874249, 144.96787656)",9
Sunday,1,923.3736535759684,Bourke Street Mall (North),-37.8134944,144.96515324,"(-37.8134944, 144.96515324)",10
Sunday,84,826.35,Elizabeth St - Flinders St (East) - New footpath,-37.81798049,144.96503383,"(-37.81798049, 144.96503383)",11
Sunday,28,819.0246421453162,The Arts Centre,-37.82129924,144.96879309,"(-37.82129924, 144.96879309)",12
Sunday,2,811.3104047976012,Bourke Street Mall (South),-37.81380667,144.96516719,"(-37.81380667, 144.96516719)",13
Sunday,6,785.9965165165165,Flinders Street Station Underpass,-37.81911704,144.96558256,"(-37.81911704, 144.96558256)",14
Sunday,47,653.4073293335496,Melbourne Central-Elizabeth St (East),-37.81160331,144.96220077,"(-37.81160331, 144.96220077)",15
Sunday,15,633.1553129651946,State Library,-37.81064378,144.96447132,"(-37.81064378, 144.96447132)",16
Sunday,25,604.3612487148332,Melbourne Convention Exhibition Centre,-37.82401776,144.95604426,"(-37.82401776, 144.95604426)",17
Sunday,45,575.2860674554123,Little Collins St-Swanston St (East),-37.81414074,144.9660938,"(-37.81414074, 144.9660938)",18
Sunday,55,555.4341931216932,Elizabeth St-La Trobe St (East),-37.80988941,144.96134331,"(-37.80988941, 144.96134331)",19
Sunday,21,548.797152693775,Bourke St-Russell St (West),-37.81244703,144.96778757,"(-37.81244703, 144.96778757)",20
Sunday,66,527.6377410468319,State Library - New,-37.81057845,144.96444294,"(-37.81057845, 144.96444294)",21
Sunday,26,519.363374448546,QV Market-Elizabeth St (West),-37.80869542,144.96049404,"(-37.80869542, 144.96049404)",22
Sunday,24,517.4235764235764,Spencer St-Collins St (North),-37.81887962,144.95449198,"(-37.81887962, 144.95449198)",23
Sunday,19,516.0690840039787,Chinatown-Swanston St (North),-37.81237202,144.96550671,"(-37.81237202, 144.96550671)",24
Sunday,16,465.53434171940114,Australia on Collins,-37.81573422,144.96521044,"(-37.81573422, 144.96521044)",25
Sunday,30,452.46274990569594,Lonsdale St (South),-37.81121849,144.96656807,"(-37.81121849, 144.96656807)",26
Sunday,29,451.8284619070436,St Kilda Rd-Alexandra Gardens,-37.81965808,144.96863453,"(-37.81965808, 144.96863453)",27
Sunday,7,416.85686392310004,Birrarung Marr,-37.81862929,144.97169395,"(-37.81862929, 144.97169395)",28
Sunday,79,404.2758333333333,Flinders St (South),-37.81794046,144.96616678,"(-37.81794046, 144.96616678)",29
Sunday,53,395.4759711890424,Collins Street (North),-37.8156419,144.965499,"(-37.8156419, 144.965499)",30
Sunday,20,342.4847063069566,Chinatown-Lt Bourke St (South),-37.81172913,144.9682466,"(-37.81172913, 144.9682466)",31
Sunday,31,303.3925478166727,Lygon St (West),-37.8016968,144.96658911,"(-37.8016968, 144.96658911)",32
Sunday,14,297.98871827013477,Sandridge Bridge,-37.82011242,144.96291898,"(-37.82011242, 144.96291898)",33
Sunday,58,296.499795751634,Bourke St - Spencer St (North),-37.81686074,144.95358075,"(-37.81686074, 144.95358075)",34
Sunday,12,267.48148148148147,New Quay,-37.81457987,144.94292398,"(-37.81457987, 144.94292398)",35
Sunday,57,253.7475559417771,Bourke St Bridge,-37.8176735,144.95025595,"(-37.8176735, 144.95025595)",36
Sunday,52,245.15478749793286,Elizabeth St-Lonsdale St (South),-37.81252157,144.9619401,"(-37.81252157, 144.9619401)",37
Sunday,50,238.08288482238967,Faraday St-Lygon St (West),-37.79808191,144.96721014,"(-37.79808191, 144.96721014)",38
Sunday,72,232.43247126436782,Flinders St- ACMI,-37.81726337,144.96872809,"(-37.81726337, 144.96872809)",39
Sunday,65,231.50423177083334,Swanston St - City Square,-37.81569416,144.96680641,"(-37.81569416, 144.96680641)",40
Sunday,48,229.61263550135502,QVM-Queen St (East),-37.80631581,144.95866698,"(-37.80631581, 144.95866698)",41
Sunday,63,225.06016260162602,231 Bourke St,-37.81333081,144.96675572,"(-37.81333081, 144.96675572)",42
Sunday,67,197.55128205128204,Flinders Ln -Degraves St (South),-37.81688755,144.9656257,"(-37.81688755, 144.9656257)",43
Sunday,56,197.02664092664094,Lonsdale St - Elizabeth St (North),-37.81234775,144.96153311,"(-37.81234775, 144.96153311)",44
Sunday,61,189.62366452991452,RMIT Building 14,-37.80767455,144.96309115,"(-37.80767455, 144.96309115)",45
Sunday,49,183.80527888446215,QVM-Therry St (South),-37.80730067,144.95956055,"(-37.80730067, 144.95956055)",46
Sunday,77,183.2345238095238,Harbour Esplanade (West) - Pedestrian path,-37.81441438,144.94433026,"(-37.81441438, 144.94433026)",47
Sunday,59,171.90625,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)",48
Sunday,11,169.08807383724437,Waterfront City,-37.81564989,144.93970695,"(-37.81564989, 144.93970695)",49
Sunday,17,145.29699103713187,Collins Place (South),-37.81362542,144.97323592,"(-37.81362542, 144.97323592)",50
Sunday,37,139.66157598897018,Lygon St (East),-37.80310271,144.96671452,"(-37.80310271, 144.96671452)",51
Sunday,23,138.33705091873114,Spencer St-Collins St (South),-37.81909256,144.95452749,"(-37.81909256, 144.95452749)",52
Sunday,27,135.42725382041775,QV Market-Peel St,-37.80606888,144.95644693,"(-37.80606888, 144.95644693)",53
Sunday,40,129.58605733629537,Lonsdale St-Spring St (West),-37.80999341,144.97227588,"(-37.80999341, 144.97227588)",54
Sunday,36,127.58119376782972,Queen St (West),-37.81652527,144.96121063,"(-37.81652527, 144.96121063)",55
Sunday,70,117.5485347985348,Errol Street (East),-37.80456984,144.94946229,"(-37.80456984, 144.94946229)",56
Sunday,51,109.0775,QVM-Franklin St (North),-37.80841814,144.95906317,"(-37.80841814, 144.95906317)",57
Sunday,8,105.43011871251989,Webb Bridge,-37.82293543,144.94717511,"(-37.82293543, 144.94717511)",58
Sunday,68,103.13100961538461,Flinders Ln -Degraves St (North),-37.81684789,144.96559789,"(-37.81684789, 144.96559789)",59
Sunday,34,95.92261650277896,Flinders St-Spark La,-37.81537985,144.9741505,"(-37.81537985, 144.9741505)",60
Sunday,62,95.6853448275862,La Trobe St (North),-37.80996494,144.96216521,"(-37.80996494, 144.96216521)",61
Sunday,87,88.44907407407408,Errol St (West),-37.80454949,144.94921863,"(-37.80454949, 144.94921863)",62
Sunday,42,88.12539114886007,Grattan St-Swanston St (West),-37.80008565,144.96386412,"(-37.80008565, 144.96386412)",63
Sunday,69,80.54847756410257,Flinders Ln -Degraves St (Crossing),-37.81687225,144.96559145,"(-37.81687225, 144.96559145)",64
Sunday,33,74.75768775872265,Flinders St-Spring St (West),-37.81483252,144.97454056,"(-37.81483252, 144.97454056)",65
Sunday,18,70.24472783825817,Collins Place (North),-37.81344861,144.97305354,"(-37.81344861, 144.97305354)",66
Sunday,73,69.6155303030303,Bourke St - Spencer St (South),-37.81695684,144.95415373,"(-37.81695684, 144.95415373)",67
Sunday,54,69.41784591194968,Lincoln-Swanston (West),-37.804024,144.963084,"(-37.804024, 144.963084)",68
Sunday,9,66.36113943028485,Southern Cross Station,-37.81982992,144.95102556,"(-37.81982992, 144.95102556)",69
Sunday,85,66.01785714285714,Macaulay Rd (North),-37.79432414,144.92973379,"(-37.79432414, 144.92973379)",70
Sunday,43,64.6290485262804,Monash Rd-Swanston St (West),-37.79844525,144.96411782,"(-37.79844525, 144.96411782)",71
Sunday,78,64.23273809523809,Harbour Esplanade (West) - Bike Path,-37.81471642,144.9446508,"(-37.81471642, 144.9446508)",72
Sunday,13,61.889144342263094,Flagstaff Station,-37.81239679,144.95652653,"(-37.81239679, 144.95652653)",73
Sunday,39,60.8264348197141,Alfred Place,-37.81379749,144.96995745,"(-37.81379749, 144.96995745)",74
Sunday,10,56.78781512605042,Victoria Point,-37.81876473,144.94710545,"(-37.81876473, 144.94710545)",75
Sunday,86,45.19191919191919,Queensberry St - Errol St (South),-37.80309992,144.94908064,"(-37.80309992, 144.94908064)",76
Sunday,44,43.35716642833572,Tin Alley-Swanston St (West),-37.79690473,144.96440378,"(-37.79690473, 144.96440378)",77
Sunday,76,43.20886752136752,Macaulay Rd- Bellair St,-37.79453802,144.93036194,"(-37.79453802, 144.93036194)",78
Sunday,46,36.763691521634996,Pelham St (South),-37.80240719,144.96156731,"(-37.80240719, 144.96156731)",79
Sunday,64,35.87211221122112,Royal Pde - Grattan St,-37.79949544,144.95792282,"(-37.79949544, 144.95792282)",80
Sunday,75,32.68191056910569,Spring St- Flinders st (West),-37.81515275,144.97467661,"(-37.81515275, 144.97467661)",81
Sunday,71,19.368489583333332,Westwood Place,-37.81235775,144.97136962,"(-37.81235775, 144.97136962)",82
Thursday,38,2485.120283018868,Flinders St-Swanston St (West),-37.81723437,144.96715033,"(-37.81723437, 144.96715033)",1
Thursday,60,1712.6996904024768,Flinders La - Swanston St (West) Temporary,-37.81668188,144.9668954,"(-37.81668188, 144.9668954)",2
Thursday,22,1419.0678085405912,Flinders St-Elizabeth St (East),-37.81786445,144.96506823,"(-37.81786445, 144.96506823)",3
Thursday,4,1377.1674681570055,Town Hall (West),-37.81487988,144.9660878,"(-37.81487988, 144.9660878)",4
Thursday,41,1359.6869498660544,Flinders La-Swanston St (West),-37.81668633,144.96689733,"(-37.81668633, 144.96689733)",5
Thursday,35,1246.6975731996833,Southbank,-37.82017828,144.96508877,"(-37.82017828, 144.96508877)",6
Thursday,24,1190.4750818479447,Spencer St-Collins St (North),-37.81887962,144.95449198,"(-37.81887962, 144.95449198)",7
Thursday,6,1179.0267421550323,Flinders Street Station Underpass,-37.81911704,144.96558256,"(-37.81911704, 144.96558256)",8
Thursday,1,1082.2238645525397,Bourke Street Mall (North),-37.8134944,144.96515324,"(-37.8134944, 144.96515324)",9
Thursday,3,1077.9945502380356,Melbourne Central,-37.81101523,144.96429485,"(-37.81101523, 144.96429485)",10
Thursday,13,1047.1654647435898,Flagstaff Station,-37.81239679,144.95652653,"(-37.81239679, 144.95652653)",11
Thursday,32,1044.7792721518988,City Square,-37.81573742,144.96685718,"(-37.81573742, 144.96685718)",12
Thursday,2,987.3988338542919,Bourke Street Mall (South),-37.81380667,144.96516719,"(-37.81380667, 144.96516719)",13
Thursday,5,976.5812238879331,Princes Bridge,-37.81874249,144.96787656,"(-37.81874249, 144.96787656)",14
Thursday,28,844.2135321935249,The Arts Centre,-37.82129924,144.96879309,"(-37.82129924, 144.96879309)",15
Thursday,84,843.7438725490196,Elizabeth St - Flinders St (East) - New footpath,-37.81798049,144.96503383,"(-37.81798049, 144.96503383)",16
Thursday,16,796.9078376703841,Australia on Collins,-37.81573422,144.96521044,"(-37.81573422, 144.96521044)",17
Thursday,15,782.058993515647,State Library,-37.81064378,144.96447132,"(-37.81064378, 144.96447132)",18
Thursday,47,770.6875406636304,Melbourne Central-Elizabeth St (East),-37.81160331,144.96220077,"(-37.81160331, 144.96220077)",19
Thursday,45,641.5191208005718,Little Collins St-Swanston St (East),-37.81414074,144.9660938,"(-37.81414074, 144.9660938)",20
Thursday,9,631.4792017311854,Southern Cross Station,-37.81982992,144.95102556,"(-37.81982992, 144.95102556)",21
Thursday,53,631.0016424213984,Collins Street (North),-37.8156419,144.965499,"(-37.8156419, 144.965499)",22
Thursday,55,603.4404093760317,Elizabeth St-La Trobe St (East),-37.80988941,144.96134331,"(-37.80988941, 144.96134331)",23
Thursday,58,545.1085714285714,Bourke St - Spencer St (North),-37.81686074,144.95358075,"(-37.81686074, 144.95358075)",24
Thursday,57,537.940156114484,Bourke St Bridge,-37.8176735,144.95025595,"(-37.8176735, 144.95025595)",25
Thursday,17,524.8398287758753,Collins Place (South),-37.81362542,144.97323592,"(-37.81362542, 144.97323592)",26
Thursday,21,514.2409413522599,Bourke St-Russell St (West),-37.81244703,144.96778757,"(-37.81244703, 144.96778757)",27
Thursday,25,503.46862042970224,Melbourne Convention Exhibition Centre,-37.82401776,144.95604426,"(-37.82401776, 144.95604426)",28
Thursday,66,488.2679849982953,State Library - New,-37.81057845,144.96444294,"(-37.81057845, 144.96444294)",29
Thursday,26,484.7665527168046,QV Market-Elizabeth St (West),-37.80869542,144.96049404,"(-37.80869542, 144.96049404)",30
Thursday,19,458.4545205978855,Chinatown-Swanston St (North),-37.81237202,144.96550671,"(-37.81237202, 144.96550671)",31
Thursday,18,412.5640691835596,Collins Place (North),-37.81344861,144.97305354,"(-37.81344861, 144.97305354)",32
Thursday,30,407.2825840574235,Lonsdale St (South),-37.81121849,144.96656807,"(-37.81121849, 144.96656807)",33
Thursday,14,382.4135716102773,Sandridge Bridge,-37.82011242,144.96291898,"(-37.82011242, 144.96291898)",34
Thursday,79,370.57019810508183,Flinders St (South),-37.81794046,144.96616678,"(-37.81794046, 144.96616678)",35
Thursday,23,348.7278842609657,Spencer St-Collins St (South),-37.81909256,144.95452749,"(-37.81909256, 144.95452749)",36
Thursday,29,317.1592368719305,St Kilda Rd-Alexandra Gardens,-37.81965808,144.96863453,"(-37.81965808, 144.96863453)",37
Thursday,52,301.9011280690113,Elizabeth St-Lonsdale St (South),-37.81252157,144.9619401,"(-37.81252157, 144.9619401)",38
Thursday,20,292.26974395961054,Chinatown-Lt Bourke St (South),-37.81172913,144.9682466,"(-37.81172913, 144.9682466)",39
Thursday,61,288.81568418244865,RMIT Building 14,-37.80767455,144.96309115,"(-37.80767455, 144.96309115)",40
Thursday,59,285.0940594059406,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)",41
Thursday,36,282.7028858766944,Queen St (West),-37.81652527,144.96121063,"(-37.81652527, 144.96121063)",42
Thursday,40,276.29616319627945,Lonsdale St-Spring St (West),-37.80999341,144.97227588,"(-37.80999341, 144.97227588)",43
Thursday,7,265.1878564995497,Birrarung Marr,-37.81862929,144.97169395,"(-37.81862929, 144.97169395)",44
Thursday,63,258.1162790697674,231 Bourke St,-37.81333081,144.96675572,"(-37.81333081, 144.96675572)",45
Thursday,42,246.9203697516427,Grattan St-Swanston St (West),-37.80008565,144.96386412,"(-37.80008565, 144.96386412)",46
Thursday,67,244.94922031187525,Flinders Ln -Degraves St (South),-37.81688755,144.9656257,"(-37.81688755, 144.9656257)",47
Thursday,56,234.6571653233733,Lonsdale St - Elizabeth St (North),-37.81234775,144.96153311,"(-37.81234775, 144.96153311)",48
Thursday,39,228.46267379679145,Alfred Place,-37.81379749,144.96995745,"(-37.81379749, 144.96995745)",49
Thursday,65,222.5843353916152,Swanston St - City Square,-37.81569416,144.96680641,"(-37.81569416, 144.96680641)",50
Thursday,72,222.40812379110253,Flinders St- ACMI,-37.81726337,144.96872809,"(-37.81726337, 144.96872809)",51
Thursday,31,215.27921024161557,Lygon St (West),-37.8016968,144.96658911,"(-37.8016968, 144.96658911)",52
Thursday,43,206.7073088582014,Monash Rd-Swanston St (West),-37.79844525,144.96411782,"(-37.79844525, 144.96411782)",53
Thursday,50,197.24228871067243,Faraday St-Lygon St (West),-37.79808191,144.96721014,"(-37.79808191, 144.96721014)",54
Thursday,10,192.96314333814334,Victoria Point,-37.81876473,144.94710545,"(-37.81876473, 144.94710545)",55
Thursday,33,189.89255099024535,Flinders St-Spring St (West),-37.81483252,144.97454056,"(-37.81483252, 144.97454056)",56
Thursday,48,177.33023019634393,QVM-Queen St (East),-37.80631581,144.95866698,"(-37.80631581, 144.95866698)",57
Thursday,8,165.01888401559455,Webb Bridge,-37.82293543,144.94717511,"(-37.82293543, 144.94717511)",58
Thursday,12,161.63327558470488,New Quay,-37.81457987,144.94292398,"(-37.81457987, 144.94292398)",59
Thursday,70,144.46413887619917,Errol Street (East),-37.80456984,144.94946229,"(-37.80456984, 144.94946229)",60
Thursday,49,135.84343770819453,QVM-Therry St (South),-37.80730067,144.95956055,"(-37.80730067, 144.95956055)",61
Thursday,77,134.93493975903615,Harbour Esplanade (West) - Pedestrian path,-37.81441438,144.94433026,"(-37.81441438, 144.94433026)",62
Thursday,34,128.55854311730047,Flinders St-Spark La,-37.81537985,144.9741505,"(-37.81537985, 144.9741505)",63
Thursday,37,126.93726275832982,Lygon St (East),-37.80310271,144.96671452,"(-37.80310271, 144.96671452)",64
Thursday,68,125.95521791283487,Flinders Ln -Degraves St (North),-37.81684789,144.96559789,"(-37.81684789, 144.96559789)",65
Thursday,54,123.42724028548771,Lincoln-Swanston (West),-37.804024,144.963084,"(-37.804024, 144.963084)",66
Thursday,27,113.57626357841816,QV Market-Peel St,-37.80606888,144.95644693,"(-37.80606888, 144.95644693)",67
Thursday,64,110.24717285945073,Royal Pde - Grattan St,-37.79949544,144.95792282,"(-37.79949544, 144.95792282)",68
Thursday,87,109.50520833333333,Errol St (West),-37.80454949,144.94921863,"(-37.80454949, 144.94921863)",69
Thursday,51,103.24540704533963,QVM-Franklin St (North),-37.80841814,144.95906317,"(-37.80841814, 144.95906317)",70
Thursday,62,100.42861214021089,La Trobe St (North),-37.80996494,144.96216521,"(-37.80996494, 144.96216521)",71
Thursday,73,99.5625,Bourke St - Spencer St (South),-37.81695684,144.95415373,"(-37.81695684, 144.95415373)",72
Thursday,44,93.79300515294375,Tin Alley-Swanston St (West),-37.79690473,144.96440378,"(-37.79690473, 144.96440378)",73
Thursday,69,91.77888844462215,Flinders Ln -Degraves St (Crossing),-37.81687225,144.96559145,"(-37.81687225, 144.96559145)",74
Thursday,46,87.35976388002553,Pelham St (South),-37.80240719,144.96156731,"(-37.80240719, 144.96156731)",75
Thursday,85,80.25612745098039,Macaulay Rd (North),-37.79432414,144.92973379,"(-37.79432414, 144.92973379)",76
Thursday,11,66.66314318692667,Waterfront City,-37.81564989,144.93970695,"(-37.81564989, 144.93970695)",77
Thursday,76,62.66257995735608,Macaulay Rd- Bellair St,-37.79453802,144.93036194,"(-37.79453802, 144.93036194)",78
Thursday,86,59.7890625,Queensberry St - Errol St (South),-37.80309992,144.94908064,"(-37.80309992, 144.94908064)",79
Thursday,75,42.85294117647059,Spring St- Flinders st (West),-37.81515275,144.97467661,"(-37.81515275, 144.97467661)",80
Thursday,78,36.79397590361446,Harbour Esplanade (West) - Bike Path,-37.81471642,144.9446508,"(-37.81471642, 144.9446508)",81
Thursday,71,34.268514508445215,Westwood Place,-37.81235775,144.97136962,"(-37.81235775, 144.97136962)",82
Tuesday,38,2318.260714285714,Flinders St-Swanston St (West),-37.81723437,144.96715033,"(-37.81723437, 144.96715033)",1
Tuesday,60,1467.5347222222222,Flinders La - Swanston St (West) Temporary,-37.81668188,144.9668954,"(-37.81668188, 144.9668954)",2
Tuesday,22,1381.2284949365614,Flinders St-Elizabeth St (East),-37.81786445,144.96506823,"(-37.81786445, 144.96506823)",3
Tuesday,41,1270.998106060606,Flinders La-Swanston St (West),-37.81668633,144.96689733,"(-37.81668633, 144.96689733)",4
Tuesday,4,1264.6292404488552,Town Hall (West),-37.81487988,144.9660878,"(-37.81487988, 144.9660878)",5
Tuesday,35,1193.0218968473816,Southbank,-37.82017828,144.96508877,"(-37.82017828, 144.96508877)",6
Tuesday,24,1154.8963231956423,Spencer St-Collins St (North),-37.81887962,144.95449198,"(-37.81887962, 144.95449198)",7
Tuesday,6,1120.2432204918525,Flinders Street Station Underpass,-37.81911704,144.96558256,"(-37.81911704, 144.96558256)",8
Tuesday,13,1042.2004396482814,Flagstaff Station,-37.81239679,144.95652653,"(-37.81239679, 144.95652653)",9
Tuesday,3,1024.3342988476795,Melbourne Central,-37.81101523,144.96429485,"(-37.81101523, 144.96429485)",10
Tuesday,32,963.2000534188035,City Square,-37.81573742,144.96685718,"(-37.81573742, 144.96685718)",11
Tuesday,1,962.5745192307693,Bourke Street Mall (North),-37.8134944,144.96515324,"(-37.8134944, 144.96515324)",12
Tuesday,5,897.1412460713625,Princes Bridge,-37.81874249,144.96787656,"(-37.81874249, 144.96787656)",13
Tuesday,2,872.6450528338137,Bourke Street Mall (South),-37.81380667,144.96516719,"(-37.81380667, 144.96516719)",14
Tuesday,84,802.5095238095238,Elizabeth St - Flinders St (East) - New footpath,-37.81798049,144.96503383,"(-37.81798049, 144.96503383)",15
Tuesday,28,775.098540476838,The Arts Centre,-37.82129924,144.96879309,"(-37.82129924, 144.96879309)",16
Tuesday,15,749.9509111456421,State Library,-37.81064378,144.96447132,"(-37.81064378, 144.96447132)",17
Tuesday,16,732.8361111111111,Australia on Collins,-37.81573422,144.96521044,"(-37.81573422, 144.96521044)",18
Tuesday,47,717.724609375,Melbourne Central-Elizabeth St (East),-37.81160331,144.96220077,"(-37.81160331, 144.96220077)",19
Tuesday,9,618.9914248021108,Southern Cross Station,-37.81982992,144.95102556,"(-37.81982992, 144.95102556)",20
Tuesday,45,601.6482269503546,Little Collins St-Swanston St (East),-37.81414074,144.9660938,"(-37.81414074, 144.9660938)",21
Tuesday,53,588.0125473484849,Collins Street (North),-37.8156419,144.965499,"(-37.8156419, 144.965499)",22
Tuesday,55,579.2215293731539,Elizabeth St-La Trobe St (East),-37.80988941,144.96134331,"(-37.80988941, 144.96134331)",23
Tuesday,58,513.9058751778817,Bourke St - Spencer St (North),-37.81686074,144.95358075,"(-37.81686074, 144.95358075)",24
Tuesday,57,500.17462718824294,Bourke St Bridge,-37.8176735,144.95025595,"(-37.8176735, 144.95025595)",25
Tuesday,17,499.6541218637993,Collins Place (South),-37.81362542,144.97323592,"(-37.81362542, 144.97323592)",26
Tuesday,25,477.0976683210038,Melbourne Convention Exhibition Centre,-37.82401776,144.95604426,"(-37.82401776, 144.95604426)",27
Tuesday,21,476.3006835846053,Bourke St-Russell St (West),-37.81244703,144.96778757,"(-37.81244703, 144.96778757)",28
Tuesday,26,468.6175123484508,QV Market-Elizabeth St (West),-37.80869542,144.96049404,"(-37.80869542, 144.96049404)",29
Tuesday,66,456.49237029501523,State Library - New,-37.81057845,144.96444294,"(-37.81057845, 144.96444294)",30
Tuesday,19,421.6739150131376,Chinatown-Swanston St (North),-37.81237202,144.96550671,"(-37.81237202, 144.96550671)",31
Tuesday,18,402.6963110172649,Collins Place (North),-37.81344861,144.97305354,"(-37.81344861, 144.97305354)",32
Tuesday,14,370.1149367407314,Sandridge Bridge,-37.82011242,144.96291898,"(-37.82011242, 144.96291898)",33
Tuesday,30,364.2937265917603,Lonsdale St (South),-37.81121849,144.96656807,"(-37.81121849, 144.96656807)",34
Tuesday,79,346.45307167235495,Flinders St (South),-37.81794046,144.96616678,"(-37.81794046, 144.96616678)",35
Tuesday,23,333.8629769934399,Spencer St-Collins St (South),-37.81909256,144.95452749,"(-37.81909256, 144.95452749)",36
Tuesday,29,311.73503787878786,St Kilda Rd-Alexandra Gardens,-37.81965808,144.96863453,"(-37.81965808, 144.96863453)",37
Tuesday,59,282.61653454133636,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)",38
Tuesday,61,281.8534642951951,RMIT Building 14,-37.80767455,144.96309115,"(-37.80767455, 144.96309115)",39
Tuesday,52,280.7960972383,Elizabeth St-Lonsdale St (South),-37.81252157,144.9619401,"(-37.81252157, 144.9619401)",40
Tuesday,36,261.8629879464779,Queen St (West),-37.81652527,144.96121063,"(-37.81652527, 144.96121063)",41
Tuesday,40,257.6790084388186,Lonsdale St-Spring St (West),-37.80999341,144.97227588,"(-37.80999341, 144.97227588)",42
Tuesday,20,254.47121688370004,Chinatown-Lt Bourke St (South),-37.81172913,144.9682466,"(-37.81172913, 144.9682466)",43
Tuesday,7,246.31090347373973,Birrarung Marr,-37.81862929,144.97169395,"(-37.81862929, 144.97169395)",44
Tuesday,42,239.5903439005265,Grattan St-Swanston St (West),-37.80008565,144.96386412,"(-37.80008565, 144.96386412)",45
Tuesday,67,232.8285033743549,Flinders Ln -Degraves St (South),-37.81688755,144.9656257,"(-37.81688755, 144.9656257)",46
Tuesday,63,232.58794788273616,231 Bourke St,-37.81333081,144.96675572,"(-37.81333081, 144.96675572)",47
Tuesday,56,222.4024319629415,Lonsdale St - Elizabeth St (North),-37.81234775,144.96153311,"(-37.81234775, 144.96153311)",48
Tuesday,39,214.62746365105008,Alfred Place,-37.81379749,144.96995745,"(-37.81379749, 144.96995745)",49
Tuesday,43,202.23848146896475,Monash Rd-Swanston St (West),-37.79844525,144.96411782,"(-37.79844525, 144.96411782)",50
Tuesday,65,200.90694668820677,Swanston St - City Square,-37.81569416,144.96680641,"(-37.81569416, 144.96680641)",51
Tuesday,31,200.35972523499638,Lygon St (West),-37.8016968,144.96658911,"(-37.8016968, 144.96658911)",52
Tuesday,72,188.2894106372784,Flinders St- ACMI,-37.81726337,144.96872809,"(-37.81726337, 144.96872809)",53
Tuesday,10,186.517911975435,Victoria Point,-37.81876473,144.94710545,"(-37.81876473, 144.94710545)",54
Tuesday,33,185.26895119418484,Flinders St-Spring St (West),-37.81483252,144.97454056,"(-37.81483252, 144.97454056)",55
Tuesday,50,182.90538663373977,Faraday St-Lygon St (West),-37.79808191,144.96721014,"(-37.79808191, 144.96721014)",56
Tuesday,48,171.3201219512195,QVM-Queen St (East),-37.80631581,144.95866698,"(-37.80631581, 144.95866698)",57
Tuesday,8,164.30221460907867,Webb Bridge,-37.82293543,144.94717511,"(-37.82293543, 144.94717511)",58
Tuesday,12,159.33314855875832,New Quay,-37.81457987,144.94292398,"(-37.81457987, 144.94292398)",59
Tuesday,70,139.83008608971454,Errol Street (East),-37.80456984,144.94946229,"(-37.80456984, 144.94946229)",60
Tuesday,49,128.97991967871485,QVM-Therry St (South),-37.80730067,144.95956055,"(-37.80730067, 144.95956055)",61
Tuesday,77,128.2355396541443,Harbour Esplanade (West) - Pedestrian path,-37.81441438,144.94433026,"(-37.81441438, 144.94433026)",62
Tuesday,34,122.58324428296645,Flinders St-Spark La,-37.81537985,144.9741505,"(-37.81537985, 144.9741505)",63
Tuesday,68,118.97737197300516,Flinders Ln -Degraves St (North),-37.81684789,144.96559789,"(-37.81684789, 144.96559789)",64
