sensor_id,day_type,time,avg_hourly_counts,sensor_description,latitude,longitude,location
66,Weekend,15,1301.706611570248,State Library - New,-37.81057845,144.96444294,"(-37.81057845, 144.96444294)"
66,Weekend,16,1262.6404958677685,State Library - New,-37.81057845,144.96444294,"(-37.81057845, 144.96444294)"
66,Weekend,17,1140.1446280991736,State Library - New,-37.81057845,144.96444294,"(-37.81057845, 144.96444294)"
66,Weekend,18,960.8595041322315,State Library - New,-37.81057845,144.96444294,"(-37.81057845, 144.96444294)"
66,Weekend,19,837.5661157024794,State Library - New,-37.81057845,144.96444294,"(-37.81057845, 144.96444294)"
66,Weekend,20,737.9338842975206,State Library - New,-37.81057845,144.96444294,"(-37.81057845, 144.96444294)"
66,Weekend,21,593.8305785123966,State Library - New,-37.81057845,144.96444294,"(-37.81057845, 144.96444294)"
66,Weekend,22,445.72727272727275,State Library - New,-37.81057845,144.96444294,"(-37.81057845, 144.96444294)"
66,Weekend,23,273.39256198347107,State Library - New,-37.81057845,144.96444294,"(-37.81057845, 144.96444294)"
59,Weekday,0,29.706392199349946,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekday,1,18.901301518438178,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekday,2,11.959869848156183,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekday,3,8.476138828633406,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekday,4,7.532537960954447,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekday,5,10.992416034669557,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekday,6,42.41820151679307,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekday,7,113.80411255411255,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekday,8,347.7445887445887,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekday,9,333.96753246753246,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekday,10,421.0573593073593,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekday,11,484.9415584415584,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekday,12,635.6086486486487,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekday,13,594.4778378378378,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekday,14,596.6951351351352,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekday,15,536.7935135135135,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekday,16,581.505945945946,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekday,17,560.8054054054054,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekday,18,419.17405405405407,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekday,19,305.39200863930887,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekday,20,227.36285097192226,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekday,21,159.61147186147187,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekday,22,101.20151679306609,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekday,23,61.186348862405204,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekend,0,63.55826558265583,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekend,1,41.86991869918699,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekend,2,30.929539295392953,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekend,3,26.964769647696478,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekend,4,14.233695652173912,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekend,5,10.959349593495935,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekend,6,15.82336956521739,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekend,7,32.01902173913044,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekend,8,70.53804347826087,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekend,9,147.9673913043478,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekend,10,220.81521739130434,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekend,11,292.14130434782606,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekend,12,358.25815217391306,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekend,13,411.1005434782609,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekend,14,429.82065217391306,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekend,15,427.0027173913044,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekend,16,401.5108695652174,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekend,17,361.82880434782606,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekend,18,301.76630434782606,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekend,19,266.73097826086956,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
59,Weekend,20,187.58152173913044,Building 80 RMIT,-37.80825648,144.96304859,"(-37.80825648, 144.96304859)"
