id,date_time,year,month,mdate,day,time,sensor_id,sensor_name,hourly_counts,date_key,day_type
2887870,2019-11-01T21:00:00.000,2019,November,1,Friday,21,58,Bourke St - Spencer St (North),630,20191101,Weekday
2887871,2019-11-01T21:00:00.000,2019,November,1,Friday,21,59,Swanston St - RMIT Building 80,7,20191101,Weekday
2887872,2019-11-01T21:00:00.000,2019,November,1,Friday,21,61,Swanston St - RMIT Building 14,582,20191101,Weekday
2887873,2019-11-01T21:00:00.000,2019,November,1,Friday,21,62,La Trobe St (North),260,20191101,Weekday
2887874,2019-11-01T22:00:00.000,2019,November,1,Friday,22,4,Town Hall (West),1438,20191101,Weekday
2887875,2019-11-01T22:00:00.000,2019,November,1,Friday,22,17,Collins Place (South),197,20191101,Weekday
2887876,2019-11-01T22:00:00.000,2019,November,1,Friday,22,18,Collins Place (North),153,20191101,Weekday
2887877,2019-11-01T22:00:00.000,2019,November,1,Friday,22,53,Collins St (North),374,20191101,Weekday
2887878,2019-11-01T22:00:00.000,2019,November,1,Friday,22,2,Bourke Street Mall (South),349,20191101,Weekday
2887879,2019-11-01T22:00:00.000,2019,November,1,Friday,22,1,Bourke Street Mall (North),779,20191101,Weekday
2887880,2019-11-01T22:00:00.000,2019,November,1,Friday,22,3,Melbourne Central,1960,20191101,Weekday
2887881,2019-11-01T22:00:00.000,2019,November,1,Friday,22,15,State Library,909,20191101,Weekday
2887882,2019-11-01T22:00:00.000,2019,November,1,Friday,22,9,Southern Cross Station,157,20191101,Weekday
2887883,2019-11-01T22:00:00.000,2019,November,1,Friday,22,10,Victoria Point,76,20191101,Weekday
2887884,2019-11-01T22:00:00.000,2019,November,1,Friday,22,12,New Quay,363,20191101,Weekday
2887885,2019-11-01T22:00:00.000,2019,November,1,Friday,22,11,Waterfront City,82,20191101,Weekday
2887886,2019-11-01T22:00:00.000,2019,November,1,Friday,22,8,Webb Bridge,79,20191101,Weekday
2887887,2019-11-01T22:00:00.000,2019,November,1,Friday,22,7,Birrarung Marr,958,20191101,Weekday
2887888,2019-11-01T22:00:00.000,2019,November,1,Friday,22,5,Princes Bridge,1767,20191101,Weekday
2887889,2019-11-01T22:00:00.000,2019,November,1,Friday,22,6,Flinders Street Station Underpass,1600,20191101,Weekday
2887890,2019-11-01T22:00:00.000,2019,November,1,Friday,22,14,Sandridge Bridge,12,20191101,Weekday
2887891,2019-11-01T22:00:00.000,2019,November,1,Friday,22,26,QV Market-Elizabeth St (West),443,20191101,Weekday
2887892,2019-11-01T22:00:00.000,2019,November,1,Friday,22,24,Spencer St-Collins St (North),849,20191101,Weekday
2887893,2019-11-01T22:00:00.000,2019,November,1,Friday,22,23,Spencer St-Collins St (South),178,20191101,Weekday
2887894,2019-11-01T22:00:00.000,2019,November,1,Friday,22,25,Melbourne Convention Exhibition Centre,974,20191101,Weekday
2887895,2019-11-01T22:00:00.000,2019,November,1,Friday,22,21,Bourke St-Russell St (West),856,20191101,Weekday
2887896,2019-11-01T22:00:00.000,2019,November,1,Friday,22,20,Chinatown-Lt Bourke St (South),727,20191101,Weekday
2887897,2019-11-01T22:00:00.000,2019,November,1,Friday,22,19,Chinatown-Swanston St (North),983,20191101,Weekday
2887898,2019-11-01T22:00:00.000,2019,November,1,Friday,22,22,Flinders St-Elizabeth St (East),1833,20191101,Weekday
2887899,2019-11-01T22:00:00.000,2019,November,1,Friday,22,27,QV Market-Peel St,132,20191101,Weekday
2887900,2019-11-01T22:00:00.000,2019,November,1,Friday,22,28,The Arts Centre,677,20191101,Weekday
2887901,2019-11-01T22:00:00.000,2019,November,1,Friday,22,31,Lygon St (West),696,20191101,Weekday
2887902,2019-11-01T22:00:00.000,2019,November,1,Friday,22,30,Lonsdale St (South),1024,20191101,Weekday
2887903,2019-11-01T22:00:00.000,2019,November,1,Friday,22,34,Flinders St-Spark La,218,20191101,Weekday
2887904,2019-11-01T22:00:00.000,2019,November,1,Friday,22,39,Alfred Place,115,20191101,Weekday
2887905,2019-11-01T22:00:00.000,2019,November,1,Friday,22,37,Lygon St (East),287,20191101,Weekday
2887906,2019-11-01T22:00:00.000,2019,November,1,Friday,22,40,Lonsdale St-Spring St (West),351,20191101,Weekday
2887907,2019-11-01T22:00:00.000,2019,November,1,Friday,22,36,Queen St (West),390,20191101,Weekday
2887908,2019-11-01T22:00:00.000,2019,November,1,Friday,22,29,St Kilda Rd-Alexandra Gardens,367,20191101,Weekday
2887909,2019-11-01T22:00:00.000,2019,November,1,Friday,22,42,Grattan St-Swanston St (West),136,20191101,Weekday
2887910,2019-11-01T22:00:00.000,2019,November,1,Friday,22,43,Monash Rd-Swanston St (West),14,20191101,Weekday
2887911,2019-11-01T22:00:00.000,2019,November,1,Friday,22,44,Tin Alley-Swanston St (West),25,20191101,Weekday
2887912,2019-11-01T22:00:00.000,2019,November,1,Friday,22,35,Southbank,1503,20191101,Weekday
2887913,2019-11-01T22:00:00.000,2019,November,1,Friday,22,45,Little Collins St-Swanston St (East),1082,20191101,Weekday
2887914,2019-11-01T22:00:00.000,2019,November,1,Friday,22,46,Pelham St (S),66,20191101,Weekday
2887915,2019-11-01T22:00:00.000,2019,November,1,Friday,22,47,Melbourne Central-Elizabeth St (East),753,20191101,Weekday
2887916,2019-11-01T22:00:00.000,2019,November,1,Friday,22,48,QVM-Queen St (East),149,20191101,Weekday
2887917,2019-11-01T22:00:00.000,2019,November,1,Friday,22,49,QVM-Therry St (South),169,20191101,Weekday
2887918,2019-11-01T22:00:00.000,2019,November,1,Friday,22,50,Faraday St-Lygon St (West),423,20191101,Weekday
2887919,2019-11-01T22:00:00.000,2019,November,1,Friday,22,51,QVM-Franklin St (North),109,20191101,Weekday
2887920,2019-11-01T22:00:00.000,2019,November,1,Friday,22,52,Elizabeth St-Lonsdale St (South),576,20191101,Weekday
2887921,2019-11-01T22:00:00.000,2019,November,1,Friday,22,54,Lincoln-Swanston(West),132,20191101,Weekday
2887922,2019-11-01T22:00:00.000,2019,November,1,Friday,22,55,Elizabeth St-La Trobe St (East),1286,20191101,Weekday
